set,name,year,num_parts,price,theme
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,77,12.99,Star Wars
9490-1,Droid Escape,2012,137,19.99,Star Wars
9491-1,Geonosian Cannon,2012,133,19.99,Star Wars
9492-1,TIE Fighter,2012,413,54.99,Star Wars
9493-1,X-wing Starfighter,2012,560,59.99,Star Wars
9494-1,Anakin's Jedi Interceptor,2012,300,39.99,Star Wars
9495-1,Gold Leader's Y-wing Starfighter,2012,458,49.99,Star Wars
9496-1,Desert Skiff,2012,220,24.99,Star Wars
9497-1,Republic Striker Starfighter,2012,376,44.99,Star Wars
9498-1,Saesee Tiin's Jedi Starfighter,2012,244,29.99,Star Wars
9499-1,Gungan Sub,2012,466,69.99,Star Wars
9500-1,Sith Fury-class Interceptor,2012,748,89.99,Star Wars
9515-1,The Malevolence,2012,1101,119.99,Star Wars
9516-1,Jabba’s Palace,2012,717,119.99,Star Wars
951701-1,Policeman and Crook,2017,16,NA,Town
951702-1,Workman and Wheelbarrow,2017,14,NA,Town
951703-1,Diver and Shark,2017,11,NA,Town
951704-1,Firefighter Fred,2017,21,NA,Town
951805-1,Mountain Ranger & Quad Bike,2018,32,NA,Town
951806-1,Miner,2018,36,NA,Town
951807-1,Race Driver & Go-kart,2018,38,NA,Town
951808-1,Motorcycle & Rider,2018,16,NA,Town
951809-1,Garbage Man,2018,27,NA,Town
951810-1,Arctic Explorer with Snowmobile,2018,39,NA,Town
951901-1,Police Officer and Jet,2019,27,NA,Town
951902-1,Fireman,2019,16,NA,Town
951903-1,Gardener with Lawn Mower,2019,31,NA,Town
951904-1,Police Officer with Jetpack,2019,16,NA,Town
951905-1,Gyrocopter,2019,29,NA,Town
951906-1,Cool Diver,2019,16,NA,Town
951907-1,Police Buggy,2019,31,NA,Town
951908-1,Astronaut,2019,18,NA,Town
951909-1,Pizza Delivery Guy,2019,15,NA,Town
951910-1,Speed Control,2019,13,NA,Town
951911-1,Rover,2019,23,NA,Town
951912-1,Lumberjack,2019,17,NA,Town
952001-1,Policeman & Motorbike,2020,15,NA,Town
952002-1,Bobby Brenner with Extinguishing Drone,2020,17,NA,Town
952003-1,Eddy Erker with Bulldozer,2020,27,NA,Town
952005-1,Dirk Drifter's First Racing Car,2020,26,NA,Town
952008-1,Jet-ski,2020,15,NA,Town
952009-1,Clemmons With Fire Quad,2020,31,NA,Town
952010-1,"Pete Python, Daredevil PI",2020,15,NA,Town
952011-1,Duke DeTain,2020,17,NA,Town
952012-1,Scuba Diver,2020,13,NA,Town
952016-1,Policeman and robber,2020,10,NA,Town
952018-1,Harl Hubbs with Tamping Rammer,2020,20,NA,Town
952019-1,Scuba Diver and Shark,2020,12,NA,Town
952101-1,Policeman and Helicopter,2021,31,NA,Town
952102-1,Builder with Epic Digger,2021,21,NA,Town
9525-1,Pre Vizsla's Mandalorian Fighter,2012,403,49.99,Star Wars
9526-1,Palpatine’s Arrest,2012,649,89.99,Star Wars
9551-1,Kendo Cole,2012,28,4.99,Ninjago
9552-1,Lloyd Garmadon,2012,26,4.99,Ninjago
9553-1,Jay ZX,2012,29,4.99,Ninjago
9554-1,Zane ZX,2012,38,4.99,Ninjago
9555-1,Mezmo,2012,32,4.99,Ninjago
9556-1,Bytar,2012,25,4.99,Ninjago
9557-1,Lizaru,2012,25,4.99,Ninjago
9558-1,Training Set,2012,219,19.99,Ninjago
9561-1,Kai ZX,2012,21,9.99,Ninjago
9562-1,Lasha,2012,21,9.99,Ninjago
9563-1,Kendo Zane,2012,22,9.99,Ninjago
9564-1,Snappa,2012,20,9.99,Ninjago
9566-1,Samurai X,2012,23,9.99,Ninjago
9567-1,Fang-Suei,2012,19,9.99,Ninjago
9569-1,Spitta,2012,20,9.99,Ninjago
9570-1,NRG Jay,2012,20,9.99,Ninjago
9571-1,Fangdam,2012,19,9.99,Ninjago
9572-1,NRG Cole,2012,25,9.99,Ninjago
9573-1,Slithraa,2012,20,9.99,Ninjago
9574-1,Lloyd ZX,2012,23,9.99,Ninjago
9579-1,Starter Set,2012,62,19.99,Ninjago
9590-1,NRG Zane,2012,24,9.99,Ninjago
9591-1,Weapon Pack,2012,73,19.99,Ninjago
9674-1,Naboo Starfighter & Naboo,2012,56,9.99,Star Wars
9675-1,Sebulba's Podracer & Tatooine,2012,80,9.99,Star Wars
9676-1,TIE Interceptor & Death Star,2012,65,9.99,Star Wars
9677-1,X-wing Starfighter & Yavin 4,2012,77,9.99,Star Wars
9678-1,Twin-pod Cloud Car & Bespin,2012,78,9.99,Star Wars
9679-1,AT-ST & Endor,2012,65,9.99,Star Wars
CELEB2015-1,Tatooine Mini-Build (Star Wars Celebration Version),2015,178,NA,Star Wars
CELEBVI-1,Boba Fett's Mini Slave I,2012,81,NA,Star Wars
CLUBHOUSE-1,Clubhouse,2018,80,NA,Friends
COMCON019-1,Darth Maul's Mini Sith Infiltrator,2012,84,40,Star Wars
COMCON024-1,Luke Skywalker's Mini Landspeeder,2012,110,NA,Star Wars
comcon032-1,JEK-14 Mini Stealth Starfighter,2013,123,NA,Star Wars
comcon039-1,The Ghost Starship,2014,132,NA,Star Wars
FANEXPO001-1,The Ghost Starship,2014,134,NA,Star Wars
FANEXPO2015-1,Tatooine Mini-Build (FAN EXPO Version),2015,179,NA,Star Wars
FRNDSMAGJNGLE-1,LEGO Friends Magazine Issue 'Jungle adventures' Polybag,2014,28,NA,Friends
GREENDRAGON-1,Green Dragon,2017,35,NA,Ninjago
HARLEY-1,Harley-Davidson Mini Motorcycle,2019,71,NA,Creator
HOTDOGTRUCK-1,Hot Dog Truck,2020,77,NA,Town
ICECREAMTRUCK-1,Ice Cream Truck,2020,60,NA,Friends
LUKE-1,Luke Skywalker,2019,87,NA,Star Wars
MAY2013-1,Holocron Droid,2013,31,NA,Star Wars
MOMENTS-1,This moments,2015,18,NA,Friends
NEWSSTAND-1,Newsstand,2020,155,NA,Modular Buildings
NINJAGOSPINNER-1,Ninjago Fidget Spinner,2017,22,NA,Ninjago
NINJATRU-1,Kai's Mask,2015,97,NA,Ninjago
NINJATRU-2,Lloyd's Mask,2015,97,NA,Ninjago
NINJATRU-3,Cole's Mask,2015,97,NA,Ninjago
NINJATRU-4,Jay's Mask,2015,97,NA,Ninjago
NINJATRU-5,Zane's Mask,2015,97,NA,Ninjago
PORG-1,Porg,2018,75,NA,Star Wars
PUPPY-HOUSE-1,Puppy House,2019,71,NA,Town
PUPPY-HOUSE-2,Puppy House,2019,72,NA,Friends
SDCC2015-2,Dagobah Mini-Build,2015,177,NA,Star Wars
SWCOMIC1-1,X-Wing,2015,23,NA,Star Wars
TANTIVE-IV-1,Tantive IV,2019,56,NA,Star Wars
TRUBB8-1,BB-8,2017,39,NA,Star Wars
TRUFALCON-1,Millennium Falcon,2016,44,NA,Star Wars
TRUFRIENDS-1,Wishing Well,2016,33,NA,Friends
TRUGHOST-1,Micro Ghost,2014,42,NA,Star Wars
TRUJEK14-1,Jek-14 Stealth Fighter,2013,40,NA,Star Wars
TRUKAYAK-1,Kayak,2015,18,NA,Town
TRUNINJAGO-1,Micro Shinto Shrine,2015,18,NA,Ninjago
TRUNINJAGO-2,Micro Electromech Robot,2015,28,NA,Ninjago
TRUNINJAGO-3,Micro Kai's Fighter Jet,2015,18,NA,Ninjago
TRUNINJAGO-4,Micro Morro Dragon,2015,29,NA,Ninjago
TRUPCAR-1,Police Car,2013,35,NA,Town
TRUSWMF-2,Millennium Falcon,2018,24,NA,Star Wars
TRUTIE-1,TIE Fighter,2014,12,NA,Star Wars
TRUWOOKIE-1,Wookie Gunship,2015,41,NA,Star Wars
TRUXWING-1,X-Wing,2014,23,NA,Star Wars
TRUXWING2-1,Star Wars X-wing Fighter,2015,27,NA,Star Wars
WISHINGWELL-1,Wishing Well,2013,28,NA,Friends
XWING-1,Mini X-Wing Fighter,2019,60,NA,Star Wars
XWING-2,X-Wing Trench Run,2019,52,NA,Star Wars
YODACHRON-1,Yoda Chronicles Promotional Set,2013,413,NA,Star Wars
