DHB,Population,Date,Dose,Number,Total
West Coast,27906,2022-02-02,2,4,25203
Canterbury,482890,2022-02-02,1,189,478701
Canterbury,482890,2022-02-02,2,313,471451
South Canterbury,52584,2022-02-02,1,23,50015
South Canterbury,52584,2022-02-02,2,38,49099
Southern,288015,2022-02-02,1,78,280830
Southern,288015,2022-02-02,2,114,276202
Northland,161320,2022-02-03,1,54,144908
Northland,161320,2022-02-03,2,96,140139
Waitematā,526087,2022-02-03,1,124,506613
Waitematā,526087,2022-02-03,2,175,499638
Auckland,423958,2022-02-03,1,158,420895
Auckland,423958,2022-02-03,2,220,415393
Counties Manukau,482773,2022-02-03,1,139,463061
Counties Manukau,482773,2022-02-03,2,227,454031
Waikato,357176,2022-02-03,1,88,338841
Waikato,357176,2022-02-03,2,207,330878
Lakes,94419,2022-02-03,1,28,87961
Lakes,94419,2022-02-03,2,69,85437
Bay of Plenty,216941,2022-02-03,1,54,205685
Bay of Plenty,216941,2022-02-03,2,130,200283
Tairāwhiti,41965,2022-02-03,1,20,38941
Tairāwhiti,41965,2022-02-03,2,22,37578
Taranaki,102147,2022-02-03,1,27,96517
Taranaki,102147,2022-02-03,2,69,94296
Hawke's Bay,145571,2022-02-03,1,65,140497
Hawke's Bay,145571,2022-02-03,2,112,136791
MidCentral,152302,2022-02-03,1,74,146790
MidCentral,152302,2022-02-03,2,133,143670
Whanganui,57247,2022-02-03,1,16,52626
Whanganui,57247,2022-02-03,2,42,51276
Capital and Coast,271174,2022-02-03,1,83,267034
Capital and Coast,271174,2022-02-03,2,136,263984
Hutt Valley,130239,2022-02-03,1,35,125961
Hutt Valley,130239,2022-02-03,2,70,123816
Wairarapa,41427,2022-02-03,1,15,39906
Wairarapa,41427,2022-02-03,2,20,39068
Nelson Marlborough,135743,2022-02-03,1,39,130931
Nelson Marlborough,135743,2022-02-03,2,59,128353
West Coast,27906,2022-02-03,1,8,25900
West Coast,27906,2022-02-03,2,21,25224
Canterbury,482890,2022-02-03,1,143,478844
Canterbury,482890,2022-02-03,2,236,471687
South Canterbury,52584,2022-02-03,1,13,50028
South Canterbury,52584,2022-02-03,2,39,49138
Southern,288015,2022-02-03,1,79,280909
Southern,288015,2022-02-03,2,131,276333
Northland,161320,2022-02-04,1,68,144976
Northland,161320,2022-02-04,2,108,140247
Waitematā,526087,2022-02-04,1,141,506754
Waitematā,526087,2022-02-04,2,181,499819
Auckland,423958,2022-02-04,1,20,420915
Auckland,423958,2022-02-04,2,62,415455
Counties Manukau,482773,2022-02-04,1,124,463185
Counties Manukau,482773,2022-02-04,2,230,454261
Waikato,357176,2022-02-04,1,134,338975
Waikato,357176,2022-02-04,2,242,331120
Lakes,94419,2022-02-04,1,0,87961
Lakes,94419,2022-02-04,2,30,85467
Bay of Plenty,216941,2022-02-04,1,82,205767
Bay of Plenty,216941,2022-02-04,2,125,200408
Tairāwhiti,41965,2022-02-04,1,2,38943
Tairāwhiti,41965,2022-02-04,2,35,37613
Taranaki,102147,2022-02-04,1,38,96555
Taranaki,102147,2022-02-04,2,77,94373
Hawke's Bay,145571,2022-02-04,1,35,140532
Hawke's Bay,145571,2022-02-04,2,87,136878
MidCentral,152302,2022-02-04,1,37,146827
MidCentral,152302,2022-02-04,2,79,143749
Whanganui,57247,2022-02-04,1,31,52657
Whanganui,57247,2022-02-04,2,34,51310
Capital and Coast,271174,2022-02-04,1,28,267062
Capital and Coast,271174,2022-02-04,2,55,264039
Hutt Valley,130239,2022-02-04,1,34,125995
Hutt Valley,130239,2022-02-04,2,62,123878
Wairarapa,41427,2022-02-04,1,21,39927
Wairarapa,41427,2022-02-04,2,33,39101
Nelson Marlborough,135743,2022-02-04,1,44,130975
Nelson Marlborough,135743,2022-02-04,2,80,128433
West Coast,27906,2022-02-04,1,15,25915
West Coast,27906,2022-02-04,2,24,25248
Canterbury,482890,2022-02-04,1,165,479009
Canterbury,482890,2022-02-04,2,260,471947
South Canterbury,52584,2022-02-04,1,25,50053
South Canterbury,52584,2022-02-04,2,36,49174
Southern,288015,2022-02-04,1,25,280934
Southern,288015,2022-02-04,2,94,276427
Northland,161320,2022-02-05,1,19,144995
Northland,161320,2022-02-05,2,45,140292
Waitematā,526087,2022-02-05,1,74,506828
Waitematā,526087,2022-02-05,2,121,499940
Auckland,423958,2022-02-05,1,3,420918
Auckland,423958,2022-02-05,2,60,415515
Counties Manukau,482773,2022-02-05,1,119,463304
Counties Manukau,482773,2022-02-05,2,184,454445
Waikato,357176,2022-02-05,1,43,339018
Waikato,357176,2022-02-05,2,102,331222
Lakes,94419,2022-02-05,1,19,87980
Lakes,94419,2022-02-05,2,29,85496
Bay of Plenty,216941,2022-02-05,1,33,205800
Bay of Plenty,216941,2022-02-05,2,77,200485
Tairāwhiti,41965,2022-02-05,1,11,38954
Tairāwhiti,41965,2022-02-05,2,22,37635
Taranaki,102147,2022-02-05,1,18,96573
Taranaki,102147,2022-02-05,2,34,94407
Hawke's Bay,145571,2022-02-05,1,36,140568
Hawke's Bay,145571,2022-02-05,2,71,136949
MidCentral,152302,2022-02-05,1,41,146868
MidCentral,152302,2022-02-05,2,45,143794
Whanganui,57247,2022-02-05,1,13,52670
Whanganui,57247,2022-02-05,2,22,51332
Capital and Coast,271174,2022-02-05,1,21,267083
Capital and Coast,271174,2022-02-05,2,48,264087
Hutt Valley,130239,2022-02-05,1,9,126004
Hutt Valley,130239,2022-02-05,2,17,123895
Wairarapa,41427,2022-02-05,1,15,39942
Wairarapa,41427,2022-02-05,2,16,39117
Nelson Marlborough,135743,2022-02-05,1,10,130985
Nelson Marlborough,135743,2022-02-05,2,33,128466
West Coast,27906,2022-02-05,1,5,25920
West Coast,27906,2022-02-05,2,7,25255
Canterbury,482890,2022-02-05,1,54,479063
Canterbury,482890,2022-02-05,2,105,472052
South Canterbury,52584,2022-02-05,1,2,50055
South Canterbury,52584,2022-02-05,2,4,49178
Southern,288015,2022-02-05,1,41,280975
Southern,288015,2022-02-05,2,78,276505
Northland,161320,2022-02-06,1,12,145007
Northland,161320,2022-02-06,2,17,140309
Waitematā,526087,2022-02-06,1,49,506877
Waitematā,526087,2022-02-06,2,60,500000
Auckland,423958,2022-02-06,1,1,420919
Auckland,423958,2022-02-06,2,25,415540
Counties Manukau,482773,2022-02-06,1,62,463366
Counties Manukau,482773,2022-02-06,2,104,454549
Waikato,357176,2022-02-06,1,28,339046
Waikato,357176,2022-02-06,2,38,331260
Lakes,94419,2022-02-06,1,37,88017
Lakes,94419,2022-02-06,2,35,85531
Bay of Plenty,216941,2022-02-06,1,14,205814
Bay of Plenty,216941,2022-02-06,2,59,200544
Tairāwhiti,41965,2022-02-06,1,7,38961
Tairāwhiti,41965,2022-02-06,2,19,37654
Taranaki,102147,2022-02-06,1,11,96584
Taranaki,102147,2022-02-06,2,9,94416
Hawke's Bay,145571,2022-02-06,1,18,140586
Hawke's Bay,145571,2022-02-06,2,28,136977
MidCentral,152302,2022-02-06,1,4,146872
MidCentral,152302,2022-02-06,2,7,143801
Whanganui,57247,2022-02-06,1,8,52678
Whanganui,57247,2022-02-06,2,8,51340
Capital and Coast,271174,2022-02-06,1,-4,267079
Capital and Coast,271174,2022-02-06,2,-1,264086
Hutt Valley,130239,2022-02-06,1,19,126023
Hutt Valley,130239,2022-02-06,2,23,123918
Wairarapa,41427,2022-02-06,1,1,39943
Wairarapa,41427,2022-02-06,2,5,39122
Nelson Marlborough,135743,2022-02-06,1,7,130992
Nelson Marlborough,135743,2022-02-06,2,18,128484
West Coast,27906,2022-02-06,1,-1,25919
West Coast,27906,2022-02-06,2,2,25257
Canterbury,482890,2022-02-06,1,23,479086
Canterbury,482890,2022-02-06,2,31,472083
South Canterbury,52584,2022-02-06,1,3,50058
South Canterbury,52584,2022-02-06,2,7,49185
Southern,288015,2022-02-06,1,2,280977
Southern,288015,2022-02-06,2,27,276532
Northland,161320,2022-02-07,1,28,145035
Northland,161320,2022-02-07,2,28,140337
Waitematā,526087,2022-02-07,1,27,506904
Waitematā,526087,2022-02-07,2,38,500038
Auckland,423958,2022-02-07,1,34,420953
Auckland,423958,2022-02-07,2,51,415591
Counties Manukau,482773,2022-02-07,1,56,463422
Counties Manukau,482773,2022-02-07,2,83,454632
Waikato,357176,2022-02-07,1,18,339064
Waikato,357176,2022-02-07,2,47,331307
Lakes,94419,2022-02-07,1,20,88037
Lakes,94419,2022-02-07,2,30,85561
