School,EthnicGroup,Level,Students
Ebbett Park School,European,Year 4,7
Ebbett Park School,Māori,Year 5,15
Ebbett Park School,Pacific,Year 5,4
Ebbett Park School,Asian,Year 5,2
Ebbett Park School,European,Year 5,6
Ebbett Park School,Māori,Year 6,12
Ebbett Park School,Pacific,Year 6,3
Ebbett Park School,European,Year 6,4
Ebbett Park School,Māori,Year 7,3
Ebbett Park School,Pacific,Year 7,2
Ebbett Park School,European,Year 7,1
Eden Campus,European,Year 12,1
Eden Campus,Māori,Year 13,2
Eden Campus,Pacific,Year 13,4
Eden Campus,European,Year 13,1
Eden Christian Academy,Pacific,Year 1,1
Eden Christian Academy,Asian,Year 1,2
Eden Christian Academy,European,Year 1,1
Eden Christian Academy,Pacific,Year 10,1
Eden Christian Academy,Asian,Year 10,2
Eden Christian Academy,European,Year 10,4
Eden Christian Academy,Māori,Year 11,1
Eden Christian Academy,Pacific,Year 11,2
Eden Christian Academy,Asian,Year 11,1
Eden Christian Academy,MELAA,Year 11,1
Eden Christian Academy,European,Year 11,2
Eden Christian Academy,Māori,Year 12,1
Eden Christian Academy,Asian,Year 12,2
Eden Christian Academy,European,Year 12,1
Eden Christian Academy,Asian,Year 13,1
Eden Christian Academy,MELAA,Year 13,1
Eden Christian Academy,European,Year 13,2
Eden Christian Academy,Pacific,Year 2,2
Eden Christian Academy,Asian,Year 2,1
Eden Christian Academy,MELAA,Year 2,1
Eden Christian Academy,European,Year 2,2
Eden Christian Academy,Pacific,Year 3,1
Eden Christian Academy,Asian,Year 3,1
Eden Christian Academy,MELAA,Year 3,1
Eden Christian Academy,European,Year 3,1
Eden Christian Academy,Pacific,Year 4,1
Eden Christian Academy,MELAA,Year 4,1
Eden Christian Academy,European,Year 4,4
Eden Christian Academy,European,Year 5,1
Eden Christian Academy,Māori,Year 6,2
Eden Christian Academy,Asian,Year 6,1
Eden Christian Academy,MELAA,Year 6,1
Eden Christian Academy,European,Year 6,6
Eden Christian Academy,Māori,Year 7,1
Eden Christian Academy,European,Year 7,5
Eden Christian Academy,Pacific,Year 8,1
Eden Christian Academy,Asian,Year 8,1
Eden Christian Academy,MELAA,Year 8,1
Eden Christian Academy,European,Year 8,5
Eden Christian Academy,MELAA,Year 9,1
Eden Christian Academy,Other,Year 9,1
Eden Christian Academy,European,Year 9,9
Edendale School (Auckland),Māori,Year 1,3
Edendale School (Auckland),Pacific,Year 1,6
Edendale School (Auckland),Asian,Year 1,46
Edendale School (Auckland),MELAA,Year 1,4
Edendale School (Auckland),European,Year 1,24
Edendale School (Auckland),Māori,Year 2,5
Edendale School (Auckland),Pacific,Year 2,8
Edendale School (Auckland),Asian,Year 2,41
Edendale School (Auckland),MELAA,Year 2,8
Edendale School (Auckland),Other,Year 2,1
Edendale School (Auckland),European,Year 2,19
Edendale School (Auckland),Māori,Year 3,4
Edendale School (Auckland),Pacific,Year 3,9
Edendale School (Auckland),Asian,Year 3,32
Edendale School (Auckland),MELAA,Year 3,7
Edendale School (Auckland),Other,Year 3,1
Edendale School (Auckland),European,Year 3,27
Edendale School (Auckland),Māori,Year 4,1
Edendale School (Auckland),Pacific,Year 4,9
Edendale School (Auckland),Asian,Year 4,44
Edendale School (Auckland),MELAA,Year 4,5
Edendale School (Auckland),European,Year 4,31
Edendale School (Auckland),Māori,Year 5,4
Edendale School (Auckland),Pacific,Year 5,7
Edendale School (Auckland),Asian,Year 5,33
Edendale School (Auckland),MELAA,Year 5,5
Edendale School (Auckland),European,Year 5,29
Edendale School (Auckland),Māori,Year 6,4
Edendale School (Auckland),Pacific,Year 6,15
Edendale School (Auckland),Asian,Year 6,45
Edendale School (Auckland),MELAA,Year 6,6
Edendale School (Auckland),European,Year 6,41
Edendale School (Auckland),International fee paying,Year 6,1
Edendale School (Auckland),Māori,Year 7,1
Edendale School (Auckland),Asian,Year 7,4
Edendale School (Auckland),MELAA,Year 7,1
Edendale School (Auckland),European,Year 7,7
Edendale School (Southland),Māori,Year 1,3
Edendale School (Southland),Asian,Year 1,4
Edendale School (Southland),MELAA,Year 1,1
Edendale School (Southland),European,Year 1,9
Edendale School (Southland),Māori,Year 2,3
Edendale School (Southland),Asian,Year 2,2
Edendale School (Southland),MELAA,Year 2,2
Edendale School (Southland),European,Year 2,10
Edendale School (Southland),Māori,Year 3,3
Edendale School (Southland),Pacific,Year 3,1
Edendale School (Southland),Other,Year 3,1
Edendale School (Southland),European,Year 3,12
Edendale School (Southland),Māori,Year 4,2
Edendale School (Southland),Asian,Year 4,3
Edendale School (Southland),MELAA,Year 4,1
Edendale School (Southland),European,Year 4,12
Edendale School (Southland),Māori,Year 5,4
Edendale School (Southland),Pacific,Year 5,1
Edendale School (Southland),Asian,Year 5,1
Edendale School (Southland),MELAA,Year 5,2
Edendale School (Southland),European,Year 5,14
Edendale School (Southland),Māori,Year 6,5
Edendale School (Southland),Asian,Year 6,1
Edendale School (Southland),Other,Year 6,1
Edendale School (Southland),European,Year 6,17
Edendale School (Southland),Māori,Year 7,3
Edendale School (Southland),Asian,Year 7,2
Edendale School (Southland),European,Year 7,4
Edgecumbe College,Māori,Year 10,28
Edgecumbe College,Asian,Year 10,4
Edgecumbe College,European,Year 10,7
Edgecumbe College,Māori,Year 11,29
Edgecumbe College,Asian,Year 11,2
Edgecumbe College,European,Year 11,5
Edgecumbe College,Māori,Year 12,25
Edgecumbe College,European,Year 12,8
Edgecumbe College,Māori,Year 13,12
Edgecumbe College,Asian,Year 13,1
Edgecumbe College,European,Year 13,1
Edgecumbe College,Māori,Year 9,29
Edgecumbe College,Pacific,Year 9,1
Edgecumbe College,Asian,Year 9,2
Edgecumbe College,European,Year 9,4
Edgecumbe School,Māori,Year 1,15
Edgecumbe School,Pacific,Year 1,1
Edgecumbe School,Asian,Year 1,2
Edgecumbe School,European,Year 1,10
Edgecumbe School,Māori,Year 2,13
Edgecumbe School,Pacific,Year 2,1
Edgecumbe School,Asian,Year 2,1
Edgecumbe School,European,Year 2,14
Edgecumbe School,Māori,Year 3,12
Edgecumbe School,European,Year 3,10
Edgecumbe School,Māori,Year 4,15
Edgecumbe School,Pacific,Year 4,1
Edgecumbe School,MELAA,Year 4,1
Edgecumbe School,European,Year 4,12
Edgecumbe School,Māori,Year 5,15
Edgecumbe School,Asian,Year 5,1
Edgecumbe School,European,Year 5,11
Edgecumbe School,Māori,Year 6,19
Edgecumbe School,Asian,Year 6,3
Edgecumbe School,MELAA,Year 6,1
Edgecumbe School,European,Year 6,12
Edgecumbe School,Māori,Year 7,15
Edgecumbe School,Asian,Year 7,1
Edgecumbe School,European,Year 7,3
Edgecumbe School,Māori,Year 8,21
Edgecumbe School,Asian,Year 8,1
Edgecumbe School,European,Year 8,5
Edgewater College,Māori,Year 10,42
Edgewater College,Pacific,Year 10,55
Edgewater College,Asian,Year 10,29
Edgewater College,MELAA,Year 10,5
Edgewater College,European,Year 10,11
Edgewater College,Māori,Year 11,45
Edgewater College,Pacific,Year 11,52
Edgewater College,Asian,Year 11,30
Edgewater College,MELAA,Year 11,5
Edgewater College,European,Year 11,11
Edgewater College,Māori,Year 12,28
Edgewater College,Pacific,Year 12,49
Edgewater College,Asian,Year 12,32
Edgewater College,MELAA,Year 12,3
Edgewater College,European,Year 12,12
Edgewater College,Māori,Year 13,17
Edgewater College,Pacific,Year 13,46
Edgewater College,Asian,Year 13,26
Edgewater College,MELAA,Year 13,4
Edgewater College,European,Year 13,11
Edgewater College,Māori,Year 9,40
Edgewater College,Pacific,Year 9,60
Edgewater College,Asian,Year 9,29
Edgewater College,MELAA,Year 9,4
Edgewater College,European,Year 9,8
Edmonton School,Māori,Year 1,11
Edmonton School,Pacific,Year 1,12
Edmonton School,Asian,Year 1,14
Edmonton School,MELAA,Year 1,3
Edmonton School,European,Year 1,6
Edmonton School,Māori,Year 2,10
Edmonton School,Pacific,Year 2,3
Edmonton School,Asian,Year 2,10
Edmonton School,European,Year 2,7
Edmonton School,Māori,Year 3,11
Edmonton School,Pacific,Year 3,13
Edmonton School,Asian,Year 3,9
Edmonton School,MELAA,Year 3,1
Edmonton School,European,Year 3,6
Edmonton School,Māori,Year 4,10
Edmonton School,Pacific,Year 4,7
Edmonton School,Asian,Year 4,10
Edmonton School,MELAA,Year 4,4
Edmonton School,European,Year 4,5
Edmonton School,Māori,Year 5,14
Edmonton School,Pacific,Year 5,9
Edmonton School,Asian,Year 5,10
Edmonton School,MELAA,Year 5,1
Edmonton School,European,Year 5,7
Edmonton School,Māori,Year 6,7
Edmonton School,Pacific,Year 6,8
Edmonton School,Asian,Year 6,15
Edmonton School,MELAA,Year 6,2
Edmonton School,European,Year 6,8
Edmonton School,Māori,Year 7,1
Edmonton School,Pacific,Year 7,2
Edmund Hillary School,Māori,Year 1,9
Edmund Hillary School,Pacific,Year 1,8
Edmund Hillary School,Asian,Year 1,4
Edmund Hillary School,Māori,Year 2,12
Edmund Hillary School,Pacific,Year 2,14
Edmund Hillary School,Asian,Year 2,2
Edmund Hillary School,European,Year 2,1
Edmund Hillary School,Māori,Year 3,10
Edmund Hillary School,Pacific,Year 3,16
Edmund Hillary School,Asian,Year 3,1
Edmund Hillary School,European,Year 3,1
Edmund Hillary School,Māori,Year 4,12
Edmund Hillary School,Pacific,Year 4,14
Edmund Hillary School,Asian,Year 4,1
Edmund Hillary School,Māori,Year 5,16
Edmund Hillary School,Pacific,Year 5,13
Edmund Hillary School,Asian,Year 5,3
Edmund Hillary School,European,Year 5,1
Edmund Hillary School,Māori,Year 6,11
Edmund Hillary School,Pacific,Year 6,18
Edmund Hillary School,Asian,Year 6,7
Edmund Hillary School,European,Year 6,1
Edmund Hillary School,Māori,Year 7,18
Edmund Hillary School,Pacific,Year 7,12
Edmund Hillary School,Asian,Year 7,2
Edmund Hillary School,Māori,Year 8,5
Edmund Hillary School,Pacific,Year 8,13
Edmund Hillary School,Asian,Year 8,2
Edmund Hillary School,European,Year 8,1
Egmont Village School,Māori,Year 1,2
Egmont Village School,Asian,Year 1,1
Egmont Village School,European,Year 1,24
Egmont Village School,Māori,Year 2,3
Egmont Village School,European,Year 2,16
Egmont Village School,Māori,Year 3,4
Egmont Village School,Pacific,Year 3,2
Egmont Village School,Asian,Year 3,1
Egmont Village School,MELAA,Year 3,2
Egmont Village School,European,Year 3,20
Egmont Village School,Māori,Year 4,4
Egmont Village School,European,Year 4,15
Egmont Village School,Māori,Year 5,3
Egmont Village School,Pacific,Year 5,3
Egmont Village School,MELAA,Year 5,1
Egmont Village School,European,Year 5,22
Egmont Village School,Māori,Year 6,2
Egmont Village School,Asian,Year 6,1
Egmont Village School,European,Year 6,15
Egmont Village School,Māori,Year 7,1
Egmont Village School,Pacific,Year 7,1
Egmont Village School,European,Year 7,17
Egmont Village School,Māori,Year 8,2
Egmont Village School,MELAA,Year 8,1
Egmont Village School,European,Year 8,14
Eketāhuna School,Māori,Year 1,5
Eketāhuna School,European,Year 1,5
Eketāhuna School,Māori,Year 2,3
Eketāhuna School,Pacific,Year 2,1
Eketāhuna School,Asian,Year 2,1
Eketāhuna School,European,Year 2,7
Eketāhuna School,Māori,Year 3,2
Eketāhuna School,Other,Year 3,1
Eketāhuna School,European,Year 3,9
Eketāhuna School,Māori,Year 4,4
Eketāhuna School,Asian,Year 4,1
Eketāhuna School,European,Year 4,8
Eketāhuna School,Māori,Year 5,6
Eketāhuna School,European,Year 5,4
Eketāhuna School,Māori,Year 6,6
Eketāhuna School,Other,Year 6,1
Eketāhuna School,European,Year 6,13
Eketāhuna School,Māori,Year 7,4
Eketāhuna School,Asian,Year 7,1
Eketāhuna School,Other,Year 7,1
Eketāhuna School,European,Year 7,9
Eketāhuna School,Māori,Year 8,5
Eketāhuna School,Asian,Year 8,1
Eketāhuna School,Other,Year 8,1
Eketāhuna School,European,Year 8,5
Elgin School,Māori,Year 1,12
Elgin School,Asian,Year 1,1
Elgin School,Māori,Year 2,7
Elgin School,Other,Year 2,1
Elgin School,Māori,Year 3,11
Elgin School,Pacific,Year 3,1
Elgin School,Māori,Year 4,7
Elgin School,Asian,Year 4,1
Elgin School,Māori,Year 5,12
Elgin School,Pacific,Year 5,1
Elgin School,Māori,Year 6,8
Elgin School,Pacific,Year 6,1
Elgin School,Māori,Year 7,3
Elim Christian College,Pacific,Year 1,4
Elim Christian College,Asian,Year 1,28
Elim Christian College,Other,Year 1,1
Elim Christian College,European,Year 1,20
Elim Christian College,Māori,Year 10,4
Elim Christian College,Pacific,Year 10,10
Elim Christian College,Asian,Year 10,52
Elim Christian College,MELAA,Year 10,3
Elim Christian College,Other,Year 10,3
Elim Christian College,European,Year 10,58
Elim Christian College,International fee paying,Year 10,8
Elim Christian College,Māori,Year 11,7
Elim Christian College,Pacific,Year 11,11
Elim Christian College,Asian,Year 11,48
Elim Christian College,MELAA,Year 11,1
Elim Christian College,European,Year 11,71
Elim Christian College,International fee paying,Year 11,6
Elim Christian College,Māori,Year 12,5
Elim Christian College,Pacific,Year 12,4
Elim Christian College,Asian,Year 12,36
Elim Christian College,MELAA,Year 12,4
Elim Christian College,European,Year 12,57
Elim Christian College,International fee paying,Year 12,2
Elim Christian College,Māori,Year 13,3
Elim Christian College,Pacific,Year 13,9
Elim Christian College,Asian,Year 13,28
Elim Christian College,MELAA,Year 13,2
Elim Christian College,Other,Year 13,1
Elim Christian College,European,Year 13,56
Elim Christian College,Māori,Year 2,5
Elim Christian College,Pacific,Year 2,5
Elim Christian College,Asian,Year 2,46
Elim Christian College,MELAA,Year 2,1
Elim Christian College,European,Year 2,22
Elim Christian College,International fee paying,Year 2,3
Elim Christian College,Māori,Year 3,1
Elim Christian College,Pacific,Year 3,3
Elim Christian College,Asian,Year 3,41
Elim Christian College,MELAA,Year 3,3
Elim Christian College,Other,Year 3,1
Elim Christian College,European,Year 3,25
Elim Christian College,International fee paying,Year 3,3
Elim Christian College,Māori,Year 4,2
Elim Christian College,Pacific,Year 4,3
Elim Christian College,Asian,Year 4,36
Elim Christian College,MELAA,Year 4,3
Elim Christian College,Other,Year 4,2
Elim Christian College,European,Year 4,27
Elim Christian College,Māori,Year 5,3
Elim Christian College,Pacific,Year 5,2
Elim Christian College,Asian,Year 5,46
Elim Christian College,MELAA,Year 5,3
Elim Christian College,Other,Year 5,1
Elim Christian College,European,Year 5,29
Elim Christian College,Māori,Year 6,3
Elim Christian College,Pacific,Year 6,5
Elim Christian College,Asian,Year 6,41
Elim Christian College,MELAA,Year 6,1
Elim Christian College,European,Year 6,30
Elim Christian College,International fee paying,Year 6,6
Elim Christian College,Māori,Year 7,4
Elim Christian College,Pacific,Year 7,3
Elim Christian College,Asian,Year 7,55
Elim Christian College,MELAA,Year 7,4
Elim Christian College,Other,Year 7,2
Elim Christian College,European,Year 7,54
Elim Christian College,International fee paying,Year 7,4
Elim Christian College,Māori,Year 8,2
Elim Christian College,Pacific,Year 8,6
Elim Christian College,Asian,Year 8,63
Elim Christian College,MELAA,Year 8,5
Elim Christian College,Other,Year 8,2
Elim Christian College,European,Year 8,51
Elim Christian College,International fee paying,Year 8,3
Elim Christian College,Māori,Year 9,9
Elim Christian College,Pacific,Year 9,10
Elim Christian College,Asian,Year 9,45
Elim Christian College,MELAA,Year 9,6
Elim Christian College,Other,Year 9,2
Elim Christian College,European,Year 9,64
Ellerslie School,Māori,Year 1,7
Ellerslie School,Pacific,Year 1,3
Ellerslie School,Asian,Year 1,38
Ellerslie School,MELAA,Year 1,10
Ellerslie School,Other,Year 1,3
Ellerslie School,European,Year 1,26
Ellerslie School,Māori,Year 2,7
Ellerslie School,Pacific,Year 2,3
Ellerslie School,Asian,Year 2,40
Ellerslie School,MELAA,Year 2,3
Ellerslie School,Other,Year 2,4
Ellerslie School,European,Year 2,31
Ellerslie School,Māori,Year 3,8
Ellerslie School,Pacific,Year 3,6
Ellerslie School,Asian,Year 3,48
Ellerslie School,MELAA,Year 3,5
Ellerslie School,European,Year 3,31
Ellerslie School,Māori,Year 4,7
Ellerslie School,Pacific,Year 4,7
Ellerslie School,Asian,Year 4,46
Ellerslie School,MELAA,Year 4,14
Ellerslie School,Other,Year 4,3
Ellerslie School,European,Year 4,42
Ellerslie School,Māori,Year 5,7
Ellerslie School,Pacific,Year 5,10
Ellerslie School,Asian,Year 5,47
Ellerslie School,MELAA,Year 5,2
Ellerslie School,European,Year 5,42
Ellerslie School,Māori,Year 6,7
Ellerslie School,Pacific,Year 6,3
Ellerslie School,Asian,Year 6,41
Ellerslie School,MELAA,Year 6,5
Ellerslie School,Other,Year 6,1
Ellerslie School,European,Year 6,45
Ellerslie School,Māori,Year 7,6
Ellerslie School,Pacific,Year 7,7
Ellerslie School,Asian,Year 7,34
Ellerslie School,MELAA,Year 7,5
Ellerslie School,Other,Year 7,2
Ellerslie School,European,Year 7,33
Ellerslie School,Māori,Year 8,9
Ellerslie School,Pacific,Year 8,4
Ellerslie School,Asian,Year 8,27
Ellerslie School,MELAA,Year 8,3
Ellerslie School,European,Year 8,10
Ellesmere College,Māori,Year 10,15
Ellesmere College,Pacific,Year 10,2
Ellesmere College,Asian,Year 10,6
Ellesmere College,MELAA,Year 10,4
Ellesmere College,European,Year 10,51
Ellesmere College,Māori,Year 11,9
Ellesmere College,Pacific,Year 11,1
Ellesmere College,Asian,Year 11,3
Ellesmere College,MELAA,Year 11,2
Ellesmere College,Other,Year 11,1
Ellesmere College,European,Year 11,48
Ellesmere College,International fee paying,Year 11,1
Ellesmere College,Māori,Year 12,8
Ellesmere College,Pacific,Year 12,1
Ellesmere College,Asian,Year 12,11
Ellesmere College,MELAA,Year 12,3
Ellesmere College,European,Year 12,43
Ellesmere College,Māori,Year 13,2
Ellesmere College,Pacific,Year 13,2
Ellesmere College,Asian,Year 13,4
Ellesmere College,MELAA,Year 13,1
Ellesmere College,Other,Year 13,1
Ellesmere College,European,Year 13,24
Ellesmere College,Māori,Year 7,13
Ellesmere College,Pacific,Year 7,3
Ellesmere College,Asian,Year 7,6
Ellesmere College,MELAA,Year 7,4
Ellesmere College,European,Year 7,56
Ellesmere College,Māori,Year 8,21
Ellesmere College,Pacific,Year 8,1
Ellesmere College,Asian,Year 8,10
Ellesmere College,MELAA,Year 8,4
Ellesmere College,European,Year 8,59
Ellesmere College,Māori,Year 9,8
Ellesmere College,Pacific,Year 9,2
Ellesmere College,Asian,Year 9,7
Ellesmere College,MELAA,Year 9,4
