school,long,lat,x,y
Te Kura o Māngātuna,178.272582,-38.293878,2061217.1631286484,5748406.007258628
Manutuke School,177.904776,-38.679756,2026735.8864953835,5707329.468880035
Maraenui Bilingual School (Napier),176.905655,-39.513585,1935788.9484097222,5618939.717182462
Marewa School,176.905445,-39.505766,1935808.594965051,5619808.647563682
Te Kura o Mata,178.05331,-38.099202,2043206.8138209344,5771100.962284337
Matawai School,177.534528,-38.359795,1996262.2415438886,5744520.988075666
Mayfair School,176.860588,-39.637819,1931320.1465195343,5605313.420365385
Meeanee School,176.889953,-39.544995,1934287.6372057786,5615510.80298026
Motu School,177.548498,-38.25628,1998050.4790223371,5755955.014443864
Muriwai School,177.920637,-38.756132,2027659.8408477393,5698773.34932324
Napier Central School,176.908497,-39.488524,1936154.2900102912,5621711.626042086
Napier Intermediate,176.906925,-39.495095,1935987.3599237637,5620987.921752448
Nelson Park School,176.90779,-39.496815,1936053.4730974007,5620793.717287646
Ngatapa School,177.790363,-38.584566,2017329.3991261162,5718428.211567322
Norsewood and Districts School,176.21647,-40.070783,1874298.1528375242,5559427.383297868
Nuhaka School,177.738822,-39.045507,2010177.172007332,5667474.574934945
Ohuka School,177.2951,-38.815773,1972958.215276803,5694895.405210563
Omahu School,176.759164,-39.581786,1922874.0593502526,5611904.52012959
Omakere School,176.754079,-40.050987,1920248.3791452383,5559827.451391799
Onekawa School,176.893107,-39.505535,1934748.5121426205,5619880.310050027
Ongaonga School,176.418537,-39.915092,1892197.3283214332,5576069.791262667
Ormond School,177.919532,-38.553027,2028776.455712258,5721334.312371687
Otane School,176.631445,-39.898125,1910476.4177098982,5577234.131075867
Te Kura o Pakipaki,176.787193,-39.687956,1924784.3705550127,5600015.409504395
Pakowhai School,176.863311,-39.581205,1931824.5372760817,5611589.222130861
Parkvale School,176.860432,-39.652152,1931238.2380194503,5603722.595497729
Patoka School,176.605377,-39.347197,1910705.0014988238,5638490.964163726
Patutahi School,177.888196,-38.62585,2025612.3749773211,5713393.2024893565
Te Whai Hiringa,176.791461,-39.629812,1925423.5309770124,5606455.598179584
Porritt School,176.865427,-39.516268,1932316.5260114102,5618791.333088148
Port Ahuriri School,176.8984,-39.485684,1935299.2933434476,5622064.643736421
Potaka School,178.142356,-37.57326,2054246.1592708775,5829081.949836396
Poukawa School,176.72327,-39.759146,1918972.2571157678,5592341.152277151
Pukehamoamoa School,176.682763,-39.547143,1916467.946302236,5616022.772611055
Pukehou School,176.634291,-39.834399,1911007.8634246946,5584299.575932728
Puketapu School (Hawkes Bay),176.791194,-39.506323,1925979.3553729136,5620167.314369704
Putere School,177.027722,-38.943664,1949104.7744841813,5681755.269627042
Putorino School,177.00688,-39.134348,1946363.5849378705,5660663.726588346
TKKM o Tapere-Nui-A-Whatonga,178.459778,-37.772241,2081015.502353947,5805392.704825053
Raureka School,176.824243,-39.638484,1928196.9560657379,5605373.267746679
Reignier Catholic School,176.860113,-39.531565,1931786.609717072,5617112.551438132
Rere School,177.631542,-38.549218,2003684.5572226436,5723064.873012123
Richmond School (Napier),176.903285,-39.519237,1935557.8818893323,5618321.025072142
Riverdale School (Gisborne),178.002553,-38.644379,2035462.4447724556,5710797.290587586
Ruahine School,176.003221,-40.23409,1855496.10808787,5541933.331166698
Sherenden and Districts School,176.575118,-39.505728,1907398.2863242233,5620994.402864995
Sherwood School (Hawkes Bay),176.309437,-39.941666,1882760.6997869604,5573471.288186345
St Joseph's School (Dannevirke),176.102267,-40.209894,1864017.720462555,5544329.305826899
St Joseph's School (Hastings),176.846363,-39.646231,1930058.9337549622,5604431.90698467
St Joseph's School (Central Hawke's Bay),176.559062,-39.994546,1903858.9556616086,5566778.255031293
St Joseph's School (Wairoa),177.420177,-39.034809,1982642.377234594,5670054.745863387
St Mary's Catholic School (Gisborne),177.990034,-38.648417,2034347.6277577733,5710408.370130547
St Mary's Catholic School (Hastings),176.847238,-39.623917,1930240.3193989964,5606906.211731849
Takapau School,176.34649,-40.025336,1885578.1361459433,5564063.7655175375
Tamatea Intermediate,176.872722,-39.514748,1932951.1401211289,5618933.100925972
Tamatea School,176.86843,-39.508991,1932609.5346714354,5619588.186813835
Taradale Intermediate,176.851551,-39.538776,1931016.1604813924,5616343.500075013
Taradale School,176.843615,-39.534894,1930352.3505366463,5616803.724681705
Te Awa School,176.916673,-39.511461,1936746.7770046883,5619134.326606395
Te Hapara School,178.00129,-38.651399,2035309.831223586,5710023.677516796
Te Mata School (Havelock North),176.891791,-39.664097,1933872.1342993043,5602279.955092162
Te Pohue School,176.683117,-39.253028,1917832.5659448826,5648675.2357016895
Te Wharau School (Gisborne),178.04279,-38.668854,2038817.1559431064,5707886.764698181
The Terrace School (Waipukurau),176.548378,-40.00643,1902893.9989635511,5565495.221434746
Tikitiki School,178.412605,-37.793167,2076721.4472535208,5803310.85999463
Tikokino School,176.453479,-39.8213,1895587.4435251318,5586367.859031529
Tiniroto School,177.56816,-38.77402,1996911.5376744252,5698379.423952647
Hatea-A-Rangi,178.315128,-38.131952,2065976.3697826446,5766177.056809793
Tutira School,176.881858,-39.203001,1935226.2921453526,5653511.908220599
Twyford School,176.796906,-39.601147,1926025.687883757,5609618.462763916
Waerenga-O-Kuri School,177.77168699999999,-38.687971,2015103.0318291518,5707030.066439489
Waikirikiri School,178.056839,-38.674494,2040005.7441685675,5707192.848748606
Waimarama School,176.987166,-39.803359,1941367.720511828,5586457.293043449
Wainui Beach School,178.075122,-38.683687,2041540.8289039657,5706083.688911356
Waipawa School,176.590064,-39.943615,1906734.2964158398,5572326.728276779
Waipukurau School,176.554965,-39.996655,1903499.7410107898,5566558.075800503
Weber School,176.31282,-40.401351,1881144.1020673125,5522424.053252488
Westshore School,176.882976,-39.477054,1934013.6439438453,5623080.216583375
Whangara School,178.21547,-38.556338,2054564.3832585542,5719540.183436905
Te Kura Kaupapa Maori o Whatatutu,177.83571800000001,-38.378708,2022486.2328726142,5741081.301870549
Woodville School,175.870509,-40.337647,1843831.3999835372,5530810.745575294
St Patrick's School (Napier),176.895636,-39.503727,1934974.728340049,5620071.6323037725
Te Kura o Kimi Ora,176.773163,-39.61362,1923928.1844982659,5608319.609746639
Hawke's Bay School for Teenage Parents,176.895719,-39.505957,1934971.1413307255,5619823.726145013
Karanga Mai Young Parents College,172.644532,-43.38764,1571209.1826555626,5196075.627194321
Te Whare Whai Hua Teenage Parent Centre,178.00015,-38.643658,2035257.526067829,5710888.801356376
Puawānanga Wairarapa Young Parents,175.666481,-40.961647,1824396.6110497122,5462076.1105446955
Te Whakatipuranga (Otumoetai TPU),176.15074,-37.733441,1877660.2731431369,5819084.756363706
He Huarahi Tamariki,174.835927,-41.160383,1754032.9620291542,5441814.102658003
Te Āhuru Mōwai,176.243803,-38.166534,1884188.1936931394,5770733.235105381
Stratford High School Teen Parent Unit,174.296841,-39.340204,1711757.8913951418,5644667.663734292
Titiro Whakamua,175.052708,-41.131262,1772297.977633103,5444640.774125054
Whakatipuria Teen Parent Unit,175.625992,-40.338453,1823056.0949894213,5531366.714831089
He Mataariki School for Teen Parents,174.303393,-35.742046,1717856.337102207,6043878.669412298
Te Tari Ako Matua Taiohi Education Centre,176.703193,-38.095457,1924762.9955671206,5777113.396700093
He Puaawai Teen Parent Unit,175.2446,-37.784147,1797658.8350119165,5815761.040080456
Eden Campus,174.759781,-36.88228,1756826.4051381524,5916740.856022345
Kimihia Parents' College,172.673447,-43.544767,1573619.5480801943,5178635.072951853
Taonga Education Centre,174.867889,-37.034958,1766129.4545000284,5899618.261350721
Alfredton School,175.857767,-40.68095,1841513.0131411103,5492731.681194485
Arakura School,174.944295,-41.24196,1762922.89622887,5432559.77654867
Avalon School,174.944062,-41.194731,1763020.648091837,5437803.682862466
Ballance School,175.798758,-40.402007,1837509.5566554035,5523860.9357769
Bellevue School (Newlands),174.82521,-41.225623,1752981.7605475811,5434590.021106091
Belmont School (Lower Hutt),174.928899,-41.191492,1761757.0557210273,5438191.59806202
Berhampore School,174.773549,-41.321097,1748435.0510641497,5424079.979188998
Birchville School,175.099817,-41.092643,1776355.7674942787,5448834.026394339
Blenheim School,173.954907,-41.510622,1679686.6151355433,5404116.411448754
Bohally Intermediate,173.944347,-41.504564,1678812.7244121581,5404798.658678439
Boulcott School,174.921779,-41.201381,1761135.680326265,5437106.924174689
Brandon Intermediate,174.870831,-41.143157,1757002.6295412872,5443664.169657775
Brooklyn School (Wellington),174.766454,-41.306172,1747874.9560287385,5425749.105456937
Cannons Creek School,174.865675,-41.140746,1756575.6467822306,5443941.12618813
Carterton School,175.530685,-41.026465,1812759.0258794776,5455219.753209285
Cashmere Avenue School,174.798197,-41.247789,1750666.612486122,5432176.321161169
Crofton Downs Primary School,174.764037,-41.2596,1747777.6776443473,5430923.732088188
Churton Park School,174.808278,-41.20847,1751602.1404980815,5436524.032560079
Clifton Terrace Model School,174.772854,-41.2833,1748462.6091881222,5428277.477091324
Clyde Quay School,174.7845,-41.296017,1749408.8856706352,5426845.625727436
Corinna School,174.882281,-41.133541,1757986.6571123067,5444711.026241535
Dalefield School,175.477597,-41.025385,1808298.8388699892,5455467.79616809
Discovery School,174.890108,-41.110581,1758698.9604088836,5447245.815619588
Dyer Street School,174.936278,-41.202121,1762349.6123129998,5436997.795410082
Eastern Hutt School,174.91271,-41.207854,1760359.422933553,5436405.048461506
Eketāhuna School,175.709131,-40.64923,1829058.7500244936,5496651.439631653
Te Puni School - Te kura o Te Puni,174.933369,-41.209258,1762088.0709418913,5436210.859818213
Evans Bay Intermediate,174.797044,-41.315375,1750414.6796455667,5424674.780385059
Fairfield School (Levin),175.304844,-40.6189,1794961.2143678856,5500993.6002393775
Fairhall School,173.896787,-41.530597,1674813.4623394501,5401950.709800685
Featherston School Te Kura o Paetūmokai,175.326505,-41.11877,1795318.334563008,5445449.655656772
Fergusson Intermediate (Trentham),175.037186,-41.126527,1771007.3330265004,5445197.0636406485
Fernlea School,174.937905,-41.264097,1762332.5831463141,5430114.029330087
Fernridge School,175.615935,-40.933595,1820235.7654833437,5465319.232348068
Fraser Crescent School,175.061058,-41.121542,1773024.4351184347,5445703.346865703
Gladstone School (Masterton),175.654505,-41.080437,1822987.3380400348,5448917.965877089
Pukeatua Primary School (Wainuiomata),174.94952,-41.254031,1763330.6730088152,5431209.808259657
Glenview School (Porirua East),174.867071,-41.147127,1756677.6166473557,5443230.1938641975
Gracefield School,174.915621,-41.231665,1760545.2276142922,5433756.129466907
Greenacres School,174.838773,-41.164324,1754262.505231341,5441371.529759714
Greytown School,175.460429,-41.082514,1806676.352923548,5449165.917757735
Grovetown School,173.968885,-41.481336,1680889.519712892,5407354.793883431
Hampton Hill School,174.822493,-41.166068,1752892.5887349534,5441206.6450170195
Hataitai School,174.800728,-41.298115,1750762.8151175235,5426584.635988847
Havelock School,173.766556,-41.280887,1664194.3197632579,5429777.7310452275
Holy Family School (Porirua),174.859455,-41.139873,1756055.6821630495,5444049.215664514
Houghton Valley School,174.78765,-41.334153,1749585.3919040654,5422606.239571059
Hutt Central School,174.891819,-41.212431,1758596.8017716678,5435935.2274979
Hutt Intermediate,174.913594,-41.215243,1760415.4823825094,5435583.076938346
Island Bay School,174.77494,-41.335665,1748518.3759108586,5422460.218599767
Johnsonville School,174.805557,-41.219321,1751348.9863324836,5435324.085133738
West Park School,174.797294,-41.224691,1750643.9903879482,5434742.257259979
Kahutara School,175.340717,-41.227188,1796187.6514384404,5433380.532904364
Kapakapanui School,175.054629,-40.873785,1773132.0529459692,5473221.963770374
Mahinawa Specialist School and Resource Centre,174.830023,-41.12722,1753614.996043813,5445506.291948445
Kapiti School,175.005021,-40.914308,1768848.5079853395,5468820.167906905
Karori Normal School,174.741874,-41.284073,1745866.449517552,5428244.176784007
Karori West Normal School,174.722326,-41.289454,1744217.5604303572,5427679.431986671
Kelburn Normal School,174.761649,-41.287277,1747515.279257037,5427855.045496248
Kelson School,174.933121,-41.180638,1762137.912794733,5439388.764490102
Kenakena School,174.992265,-40.884056,1767850.7169806384,5472203.2144053625
Khandallah School,174.789742,-41.244029,1749966.7574056578,5432608.391617164
Kilbirnie School,174.793705,-41.308635,1750150.6595851246,5425428.856649611
Koputaroa School,175.337387,-40.578429,1797833.5257872245,5505413.884710184
Korokoro School,174.867211,-41.215812,1756525.6791063175,5435604.468437303
Levin East School,175.296785,-40.628682,1794251.1078817097,5499925.474702885
Levin Intermediate,175.270373,-40.62007,1792041.805733902,5500939.54964716
Levin North School,175.286113,-40.614282,1793389.9975881781,5501547.621772823
Levin School,175.272588,-40.620141,1792228.9752463046,5500926.828816377
Linden School,174.835441,-41.159351,1753994.60156208,5441929.535762541
Linkwater School,173.87947,-41.289162,1673640.954956722,5428769.448932406
Lyall Bay School,174.79315,-41.324592,1750067.5812325603,5423658.227982736
Maidstone Intermediate,175.059626,-41.122612,1772901.4029543165,5445587.398094264
Mākara Model School,174.704915,-41.268112,1742806.135695673,5430077.631322196
Makuri School,176.013994,-40.532432,1855282.81409876,5508779.540851832
Manakau School,175.217885,-40.713712,1787339.3408960013,5490657.092127424
Mangaroa School,175.116072,-41.123065,1777638.9980857735,5445423.486348938
Mangatainoka School,175.862935,-40.417309,1842901.4260023376,5521987.528411453
Te Kura o Hau Karetu,175.099718,-41.113502,1776291.6341722773,5446518.424573628
Maraeroa School,174.872227,-41.140694,1757125.6701838486,5443935.093845172
Holy Cross School (Miramar),174.82005,-41.317091,1752336.395553295,5424444.121020158
Martinborough School,175.452717,-41.218711,1805602.2655404303,5434062.747000209
Masterton Intermediate,175.640523,-40.956936,1822227.7178693535,5462665.527502102
Mauriceville School,175.702162,-40.775214,1828038.863254786,5482682.515905197
Mayfield School (Blenheim),173.95493,-41.499975,1679701.5911674043,5405298.432641451
Miramar Central School,174.818705,-41.314335,1752230.2298951263,5424752.461082566
Miramar North School,174.824236,-41.303907,1752717.5502412894,5425900.486616095
Mt Cook School (Wellington),174.778693,-41.297617,1748919.028303934,5426677.971034934
Muritai School,174.89712,-41.291865,1758848.611124915,5427106.587741995
Naenae Intermediate,174.94465,-41.196865,1763064.6595076679,5437565.659690549
Naenae School,174.946045,-41.204173,1763163.4814618884,5436751.694219118
Natone Park School,174.879629,-41.130765,1757770.7072950278,5445024.027234584
Newlands Intermediate,174.824028,-41.219122,1752897.8322775415,5435313.850517952
