Year,DHB,Month,Count
1997,Waitemata,January,148
1997,Waitemata,February,86
1997,Waitemata,March,122
1997,Waitemata,April,86
1997,Waitemata,May,54
1997,Waitemata,June,42
1997,Waitemata,July,71
1997,Waitemata,August,47
1997,Waitemata,September,64
1997,Waitemata,October,100
1997,Waitemata,November,114
1997,Waitemata,December,138
1998,Waitemata,January,109
1998,Waitemata,February,88
1998,Waitemata,March,134
1998,Waitemata,April,90
1998,Waitemata,May,129
1998,Waitemata,June,95
1998,Waitemata,July,115
1998,Waitemata,August,115
1998,Waitemata,September,87
1998,Waitemata,October,106
1998,Waitemata,November,130
1998,Waitemata,December,165
1999,Waitemata,January,75
1999,Waitemata,February,62
1999,Waitemata,March,67
1999,Waitemata,April,62
1999,Waitemata,May,65
1999,Waitemata,June,80
1999,Waitemata,July,77
1999,Waitemata,August,91
1999,Waitemata,September,63
1999,Waitemata,October,69
1999,Waitemata,November,113
1999,Waitemata,December,101
2000,Waitemata,January,91
2000,Waitemata,February,105
2000,Waitemata,March,61
2000,Waitemata,April,38
2000,Waitemata,May,44
2000,Waitemata,June,41
2000,Waitemata,July,51
2000,Waitemata,August,65
2000,Waitemata,September,88
2000,Waitemata,October,88
2000,Waitemata,November,99
2000,Waitemata,December,88
2001,Waitemata,January,117
2001,Waitemata,February,65
2001,Waitemata,March,72
2001,Waitemata,April,68
2001,Waitemata,May,73
2001,Waitemata,June,57
2001,Waitemata,July,74
2001,Waitemata,August,125
2001,Waitemata,September,83
2001,Waitemata,October,140
2001,Waitemata,November,185
2001,Waitemata,December,186
2002,Waitemata,January,195
2002,Waitemata,February,128
2002,Waitemata,March,142
2002,Waitemata,April,67
2002,Waitemata,May,125
2002,Waitemata,June,164
2002,Waitemata,July,161
2002,Waitemata,August,180
2002,Waitemata,September,157
2002,Waitemata,October,175
2002,Waitemata,November,136
2002,Waitemata,December,170
2003,Waitemata,January,190
2003,Waitemata,February,141
2003,Waitemata,March,144
2003,Waitemata,April,116
2003,Waitemata,May,103
2003,Waitemata,June,114
2003,Waitemata,July,148
2003,Waitemata,August,155
2003,Waitemata,September,129
2003,Waitemata,October,150
2003,Waitemata,November,204
2003,Waitemata,December,173
2004,Waitemata,January,168
2004,Waitemata,February,137
2004,Waitemata,March,133
2004,Waitemata,April,80
2004,Waitemata,May,83
2004,Waitemata,June,115
2004,Waitemata,July,97
2004,Waitemata,August,134
2004,Waitemata,September,162
2004,Waitemata,October,122
2004,Waitemata,November,199
2004,Waitemata,December,200
2005,Waitemata,January,158
2005,Waitemata,February,157
2005,Waitemata,March,81
2005,Waitemata,April,94
2005,Waitemata,May,101
2005,Waitemata,June,79
2005,Waitemata,July,121
2005,Waitemata,August,142
2005,Waitemata,September,159
2005,Waitemata,October,167
2005,Waitemata,November,197
2005,Waitemata,December,214
2006,Waitemata,January,196
2006,Waitemata,February,204
2006,Waitemata,March,152
2006,Waitemata,April,113
2006,Waitemata,May,210
2006,Waitemata,June,192
2006,Waitemata,July,159
2006,Waitemata,August,168
2006,Waitemata,September,211
2006,Waitemata,October,183
2006,Waitemata,November,275
2006,Waitemata,December,256
2007,Waitemata,January,235
2007,Waitemata,February,172
2007,Waitemata,March,161
2007,Waitemata,April,67
2007,Waitemata,May,119
2007,Waitemata,June,98
2007,Waitemata,July,110
2007,Waitemata,August,114
2007,Waitemata,September,138
2007,Waitemata,October,152
2007,Waitemata,November,172
2007,Waitemata,December,161
2008,Waitemata,January,100
2008,Waitemata,February,72
2008,Waitemata,March,64
2008,Waitemata,April,47
2008,Waitemata,May,48
2008,Waitemata,June,38
2008,Waitemata,July,39
2008,Waitemata,August,56
2008,Waitemata,September,61
2008,Waitemata,October,83
2008,Waitemata,November,121
2008,Waitemata,December,152
2009,Waitemata,January,100
2009,Waitemata,February,77
2009,Waitemata,March,56
2009,Waitemata,April,49
2009,Waitemata,May,49
2009,Waitemata,June,64
2009,Waitemata,July,52
2009,Waitemata,August,71
2009,Waitemata,September,59
2009,Waitemata,October,61
2009,Waitemata,November,154
2009,Waitemata,December,122
2010,Waitemata,January,100
2010,Waitemata,February,77
2010,Waitemata,March,58
2010,Waitemata,April,56
2010,Waitemata,May,60
2010,Waitemata,June,56
2010,Waitemata,July,58
2010,Waitemata,August,85
2010,Waitemata,September,57
2010,Waitemata,October,61
2010,Waitemata,November,89
2010,Waitemata,December,86
2011,Waitemata,January,56
2011,Waitemata,February,48
2011,Waitemata,March,56
2011,Waitemata,April,45
2011,Waitemata,May,43
2011,Waitemata,June,45
2011,Waitemata,July,52
2011,Waitemata,August,59
2011,Waitemata,September,56
2011,Waitemata,October,72
2011,Waitemata,November,92
2011,Waitemata,December,140
2012,Waitemata,January,127
2012,Waitemata,February,81
2012,Waitemata,March,46
2012,Waitemata,April,54
2012,Waitemata,May,42
2012,Waitemata,June,50
2012,Waitemata,July,43
2012,Waitemata,August,46
2012,Waitemata,September,49
2012,Waitemata,October,60
2012,Waitemata,November,88
2012,Waitemata,December,87
2013,Waitemata,January,90
2013,Waitemata,February,54
2013,Waitemata,March,38
2013,Waitemata,April,44
2013,Waitemata,May,51
2013,Waitemata,June,43
2013,Waitemata,July,72
2013,Waitemata,August,60
2013,Waitemata,September,84
2013,Waitemata,October,62
2013,Waitemata,November,92
2013,Waitemata,December,82
2014,Waitemata,January,73
2014,Waitemata,February,57
2014,Waitemata,March,52
2014,Waitemata,April,39
2014,Waitemata,May,40
2014,Waitemata,June,46
2014,Waitemata,July,49
2014,Waitemata,August,49
2014,Waitemata,September,51
2014,Waitemata,October,77
2014,Waitemata,November,115
2014,Waitemata,December,106
1997,Whanganui,January,8
1997,Whanganui,February,6
1997,Whanganui,March,7
1997,Whanganui,April,6
1997,Whanganui,May,7
1997,Whanganui,June,5
1997,Whanganui,July,10
1997,Whanganui,August,8
1997,Whanganui,September,11
1997,Whanganui,October,14
1997,Whanganui,November,6
1997,Whanganui,December,9
1998,Whanganui,January,8
1998,Whanganui,February,4
1998,Whanganui,March,9
1998,Whanganui,April,5
1998,Whanganui,May,7
1998,Whanganui,June,12
1998,Whanganui,July,15
1998,Whanganui,August,13
1998,Whanganui,September,10
1998,Whanganui,October,10
1998,Whanganui,November,11
1998,Whanganui,December,18
1999,Whanganui,January,9
1999,Whanganui,February,4
1999,Whanganui,March,1
1999,Whanganui,April,5
1999,Whanganui,May,9
1999,Whanganui,June,6
1999,Whanganui,July,9
1999,Whanganui,August,12
1999,Whanganui,September,3
1999,Whanganui,October,3
1999,Whanganui,November,18
1999,Whanganui,December,10
2000,Whanganui,January,12
2000,Whanganui,February,10
2000,Whanganui,March,8
2000,Whanganui,April,1
2000,Whanganui,May,3
2000,Whanganui,June,5
2000,Whanganui,July,2
2000,Whanganui,August,3
2000,Whanganui,September,8
2000,Whanganui,October,7
2000,Whanganui,November,20
2000,Whanganui,December,13
2001,Whanganui,January,10
2001,Whanganui,February,9
2001,Whanganui,March,10
2001,Whanganui,April,2
2001,Whanganui,May,5
2001,Whanganui,June,12
2001,Whanganui,July,8
2001,Whanganui,August,14
2001,Whanganui,September,8
2001,Whanganui,October,15
2001,Whanganui,November,20
2001,Whanganui,December,15
2002,Whanganui,January,24
2002,Whanganui,February,18
2002,Whanganui,March,10
2002,Whanganui,April,5
2002,Whanganui,May,10
2002,Whanganui,June,4
2002,Whanganui,July,12
2002,Whanganui,August,17
2002,Whanganui,September,13
2002,Whanganui,October,14
2002,Whanganui,November,16
2002,Whanganui,December,17
2003,Whanganui,January,29
2003,Whanganui,February,17
2003,Whanganui,March,9
2003,Whanganui,April,4
2003,Whanganui,May,10
2003,Whanganui,June,5
2003,Whanganui,July,14
2003,Whanganui,August,22
2003,Whanganui,September,23
2003,Whanganui,October,25
2003,Whanganui,November,20
2003,Whanganui,December,21
2004,Whanganui,January,37
2004,Whanganui,February,21
2004,Whanganui,March,20
2004,Whanganui,April,6
2004,Whanganui,May,8
2004,Whanganui,June,7
2004,Whanganui,July,8
2004,Whanganui,August,12
2004,Whanganui,September,9
2004,Whanganui,October,10
2004,Whanganui,November,14
2004,Whanganui,December,13
2005,Whanganui,January,11
2005,Whanganui,February,9
2005,Whanganui,March,9
2005,Whanganui,April,11
2005,Whanganui,May,6
2005,Whanganui,June,10
2005,Whanganui,July,8
2005,Whanganui,August,15
2005,Whanganui,September,15
2005,Whanganui,October,12
2005,Whanganui,November,30
2005,Whanganui,December,15
2006,Whanganui,January,27
2006,Whanganui,February,17
2006,Whanganui,March,14
2006,Whanganui,April,13
2006,Whanganui,May,19
2006,Whanganui,June,17
2006,Whanganui,July,16
2006,Whanganui,August,20
2006,Whanganui,September,15
2006,Whanganui,October,18
2006,Whanganui,November,33
2006,Whanganui,December,22
2007,Whanganui,January,28
2007,Whanganui,February,23
2007,Whanganui,March,10
2007,Whanganui,April,9
2007,Whanganui,May,17
2007,Whanganui,June,18
2007,Whanganui,July,10
2007,Whanganui,August,13
2007,Whanganui,September,11
2007,Whanganui,October,9
2007,Whanganui,November,16
2007,Whanganui,December,26
2008,Whanganui,January,7
2008,Whanganui,February,11
2008,Whanganui,March,7
2008,Whanganui,April,0
2008,Whanganui,May,5
2008,Whanganui,June,4
2008,Whanganui,July,5
2008,Whanganui,August,7
2008,Whanganui,September,5
2008,Whanganui,October,6
2008,Whanganui,November,16
2008,Whanganui,December,16
2009,Whanganui,January,15
2009,Whanganui,February,7
2009,Whanganui,March,8
2009,Whanganui,April,8
2009,Whanganui,May,13
2009,Whanganui,June,9
2009,Whanganui,July,14
2009,Whanganui,August,11
2009,Whanganui,September,10
2009,Whanganui,October,8
2009,Whanganui,November,19
2009,Whanganui,December,17
2010,Whanganui,January,17
2010,Whanganui,February,13
2010,Whanganui,March,12
2010,Whanganui,April,7
2010,Whanganui,May,3
2010,Whanganui,June,5
2010,Whanganui,July,10
2010,Whanganui,August,6
2010,Whanganui,September,11
2010,Whanganui,October,5
2010,Whanganui,November,7
2010,Whanganui,December,2
2011,Whanganui,January,6
2011,Whanganui,February,3
2011,Whanganui,March,3
2011,Whanganui,April,7
2011,Whanganui,May,3
2011,Whanganui,June,4
2011,Whanganui,July,6
2011,Whanganui,August,7
2011,Whanganui,September,8
2011,Whanganui,October,10
2011,Whanganui,November,6
2011,Whanganui,December,12
2012,Whanganui,January,12
2012,Whanganui,February,16
2012,Whanganui,March,7
2012,Whanganui,April,3
2012,Whanganui,May,1
2012,Whanganui,June,4
2012,Whanganui,July,1
2012,Whanganui,August,4
2012,Whanganui,September,13
2012,Whanganui,October,11
2012,Whanganui,November,14
2012,Whanganui,December,5
2013,Whanganui,January,10
2013,Whanganui,February,7
2013,Whanganui,March,7
2013,Whanganui,April,3
2013,Whanganui,May,10
2013,Whanganui,June,6
2013,Whanganui,July,13
2013,Whanganui,August,12
2013,Whanganui,September,4
2013,Whanganui,October,11
2013,Whanganui,November,7
2013,Whanganui,December,18
2014,Whanganui,January,13
2014,Whanganui,February,4
2014,Whanganui,March,3
2014,Whanganui,April,9
2014,Whanganui,May,10
2014,Whanganui,June,5
2014,Whanganui,July,6
2014,Whanganui,August,9
2014,Whanganui,September,7
2014,Whanganui,October,9
2014,Whanganui,November,6
2014,Whanganui,December,7
1997,MidCentral,January,30
1997,MidCentral,February,26
1997,MidCentral,March,23
1997,MidCentral,April,16
1997,MidCentral,May,8
1997,MidCentral,June,16
1997,MidCentral,July,17
1997,MidCentral,August,11
1997,MidCentral,September,33
1997,MidCentral,October,32
1997,MidCentral,November,32
1997,MidCentral,December,22
1998,MidCentral,January,34
1998,MidCentral,February,12
1998,MidCentral,March,29
1998,MidCentral,April,30
1998,MidCentral,May,24
1998,MidCentral,June,18
1998,MidCentral,July,15
1998,MidCentral,August,28
1998,MidCentral,September,21
1998,MidCentral,October,24
1998,MidCentral,November,36
1998,MidCentral,December,40
1999,MidCentral,January,27
1999,MidCentral,February,15
1999,MidCentral,March,19
1999,MidCentral,April,11
1999,MidCentral,May,8
1999,MidCentral,June,17
1999,MidCentral,July,17
1999,MidCentral,August,21
1999,MidCentral,September,12
1999,MidCentral,October,15
1999,MidCentral,November,14
1999,MidCentral,December,24
2000,MidCentral,January,29
2000,MidCentral,February,25
2000,MidCentral,March,19
2000,MidCentral,April,10
2000,MidCentral,May,13
2000,MidCentral,June,11
2000,MidCentral,July,3
2000,MidCentral,August,12
2000,MidCentral,September,9
2000,MidCentral,October,24
2000,MidCentral,November,16
2000,MidCentral,December,18
2001,MidCentral,January,28
2001,MidCentral,February,14
2001,MidCentral,March,17
2001,MidCentral,April,3
2001,MidCentral,May,11
2001,MidCentral,June,12
2001,MidCentral,July,13
2001,MidCentral,August,16
2001,MidCentral,September,29
2001,MidCentral,October,37
2001,MidCentral,November,54
2001,MidCentral,December,54
2002,MidCentral,January,44
2002,MidCentral,February,32
2002,MidCentral,March,27
2002,MidCentral,April,15
2002,MidCentral,May,15
2002,MidCentral,June,9
2002,MidCentral,July,19
2002,MidCentral,August,21
2002,MidCentral,September,18
2002,MidCentral,October,26
2002,MidCentral,November,23
2002,MidCentral,December,37
2003,MidCentral,January,54
2003,MidCentral,February,27
2003,MidCentral,March,16
2003,MidCentral,April,12
2003,MidCentral,May,15
2003,MidCentral,June,14
2003,MidCentral,July,20
2003,MidCentral,August,28
2003,MidCentral,September,38
2003,MidCentral,October,57
2003,MidCentral,November,33
2003,MidCentral,December,48
2004,MidCentral,January,35
2004,MidCentral,February,28
2004,MidCentral,March,22
2004,MidCentral,April,20
2004,MidCentral,May,12
2004,MidCentral,June,15
2004,MidCentral,July,21
2004,MidCentral,August,20
2004,MidCentral,September,13
2004,MidCentral,October,22
2004,MidCentral,November,22
2004,MidCentral,December,34
2005,MidCentral,January,48
2005,MidCentral,February,30
2005,MidCentral,March,10
2005,MidCentral,April,18
2005,MidCentral,May,24
2005,MidCentral,June,20
2005,MidCentral,July,19
2005,MidCentral,August,30
2005,MidCentral,September,20
2005,MidCentral,October,27
2005,MidCentral,November,43
2005,MidCentral,December,33
2006,MidCentral,January,45
2006,MidCentral,February,30
2006,MidCentral,March,20
2006,MidCentral,April,17
2006,MidCentral,May,32
2006,MidCentral,June,34
2006,MidCentral,July,13
2006,MidCentral,August,30
2006,MidCentral,September,13
2006,MidCentral,October,17
2006,MidCentral,November,76
2006,MidCentral,December,37
2007,MidCentral,January,45
2007,MidCentral,February,26
2007,MidCentral,March,29
2007,MidCentral,April,14
2007,MidCentral,May,24
2007,MidCentral,June,24
2007,MidCentral,July,26
2007,MidCentral,August,19
2007,MidCentral,September,17
2007,MidCentral,October,28
2007,MidCentral,November,52
2007,MidCentral,December,28
2008,MidCentral,January,17
2008,MidCentral,February,14
2008,MidCentral,March,6
2008,MidCentral,April,9
2008,MidCentral,May,9
2008,MidCentral,June,5
2008,MidCentral,July,16
2008,MidCentral,August,44
2008,MidCentral,September,15
2008,MidCentral,October,15
2008,MidCentral,November,25
2008,MidCentral,December,21
2009,MidCentral,January,29
2009,MidCentral,February,17
2009,MidCentral,March,14
2009,MidCentral,April,15
2009,MidCentral,May,18
2009,MidCentral,June,12
2009,MidCentral,July,8
2009,MidCentral,August,20
2009,MidCentral,September,25
2009,MidCentral,October,20
2009,MidCentral,November,25
2009,MidCentral,December,33
2010,MidCentral,January,28
2010,MidCentral,February,32
2010,MidCentral,March,12
2010,MidCentral,April,13
2010,MidCentral,May,27
2010,MidCentral,June,19
2010,MidCentral,July,13
2010,MidCentral,August,20
2010,MidCentral,September,18
2010,MidCentral,October,21
2010,MidCentral,November,27
2010,MidCentral,December,18
2011,MidCentral,January,18
2011,MidCentral,February,13
2011,MidCentral,March,17
2011,MidCentral,April,8
2011,MidCentral,May,24
2011,MidCentral,June,23
2011,MidCentral,July,25
2011,MidCentral,August,26
2011,MidCentral,September,13
2011,MidCentral,October,23
2011,MidCentral,November,25
2011,MidCentral,December,24
2012,MidCentral,January,23
2012,MidCentral,February,22
2012,MidCentral,March,13
2012,MidCentral,April,12
2012,MidCentral,May,11
2012,MidCentral,June,9
2012,MidCentral,July,9
2012,MidCentral,August,14
2012,MidCentral,September,22
2012,MidCentral,October,25
2012,MidCentral,November,20
2012,MidCentral,December,19
2013,MidCentral,January,28
2013,MidCentral,February,13
2013,MidCentral,March,14
2013,MidCentral,April,10
2013,MidCentral,May,27
2013,MidCentral,June,17
2013,MidCentral,July,31
2013,MidCentral,August,19
2013,MidCentral,September,27
2013,MidCentral,October,25
2013,MidCentral,November,26
2013,MidCentral,December,48
2014,MidCentral,January,22
2014,MidCentral,February,25
2014,MidCentral,March,26
2014,MidCentral,April,11
2014,MidCentral,May,24
2014,MidCentral,June,18
2014,MidCentral,July,20
2014,MidCentral,August,28
2014,MidCentral,September,15
2014,MidCentral,October,22
2014,MidCentral,November,27
2014,MidCentral,December,21
1997,Hutt Valley,January,15
1997,Hutt Valley,February,28
1997,Hutt Valley,March,28
1997,Hutt Valley,April,23
1997,Hutt Valley,May,28
1997,Hutt Valley,June,21
1997,Hutt Valley,July,36
1997,Hutt Valley,August,24
1997,Hutt Valley,September,39
1997,Hutt Valley,October,39
1997,Hutt Valley,November,57
1997,Hutt Valley,December,55
1998,Hutt Valley,January,50
1998,Hutt Valley,February,41
1998,Hutt Valley,March,48
1998,Hutt Valley,April,43
1998,Hutt Valley,May,76
1998,Hutt Valley,June,56
1998,Hutt Valley,July,38
1998,Hutt Valley,August,42
1998,Hutt Valley,September,47
1998,Hutt Valley,October,44
1998,Hutt Valley,November,65
1998,Hutt Valley,December,84
1999,Hutt Valley,January,45
1999,Hutt Valley,February,40
1999,Hutt Valley,March,33
1999,Hutt Valley,April,21
1999,Hutt Valley,May,13
1999,Hutt Valley,June,26
1999,Hutt Valley,July,25
1999,Hutt Valley,August,34
1999,Hutt Valley,September,20
1999,Hutt Valley,October,19
1999,Hutt Valley,November,29
1999,Hutt Valley,December,32
2000,Hutt Valley,January,33
2000,Hutt Valley,February,34
2000,Hutt Valley,March,41
2000,Hutt Valley,April,7
2000,Hutt Valley,May,19
2000,Hutt Valley,June,23
2000,Hutt Valley,July,12
2000,Hutt Valley,August,11
2000,Hutt Valley,September,11
2000,Hutt Valley,October,23
2000,Hutt Valley,November,30
2000,Hutt Valley,December,45
2001,Hutt Valley,January,40
2001,Hutt Valley,February,23
2001,Hutt Valley,March,21
2001,Hutt Valley,April,13
2001,Hutt Valley,May,26
2001,Hutt Valley,June,27
2001,Hutt Valley,July,28
2001,Hutt Valley,August,31
2001,Hutt Valley,September,42
2001,Hutt Valley,October,53
2001,Hutt Valley,November,71
2001,Hutt Valley,December,71
2002,Hutt Valley,January,64
2002,Hutt Valley,February,52
2002,Hutt Valley,March,32
2002,Hutt Valley,April,15
2002,Hutt Valley,May,23
2002,Hutt Valley,June,26
2002,Hutt Valley,July,39
2002,Hutt Valley,August,27
2002,Hutt Valley,September,40
2002,Hutt Valley,October,33
2002,Hutt Valley,November,30
2002,Hutt Valley,December,61
2003,Hutt Valley,January,88
2003,Hutt Valley,February,54
2003,Hutt Valley,March,46
2003,Hutt Valley,April,36
2003,Hutt Valley,May,19
2003,Hutt Valley,June,23
2003,Hutt Valley,July,48
2003,Hutt Valley,August,73
2003,Hutt Valley,September,105
2003,Hutt Valley,October,52
2003,Hutt Valley,November,58
2003,Hutt Valley,December,61
2004,Hutt Valley,January,65
2004,Hutt Valley,February,38
2004,Hutt Valley,March,75
2004,Hutt Valley,April,23
2004,Hutt Valley,May,21
2004,Hutt Valley,June,33
2004,Hutt Valley,July,37
2004,Hutt Valley,August,24
2004,Hutt Valley,September,33
2004,Hutt Valley,October,39
2004,Hutt Valley,November,30
2004,Hutt Valley,December,47
2005,Hutt Valley,January,36
2005,Hutt Valley,February,35
2005,Hutt Valley,March,30
2005,Hutt Valley,April,19
2005,Hutt Valley,May,28
2005,Hutt Valley,June,28
2005,Hutt Valley,July,46
2005,Hutt Valley,August,58
2005,Hutt Valley,September,55
2005,Hutt Valley,October,42
2005,Hutt Valley,November,54
2005,Hutt Valley,December,62
2006,Hutt Valley,January,56
2006,Hutt Valley,February,46
2006,Hutt Valley,March,48
2006,Hutt Valley,April,25
2006,Hutt Valley,May,73
2006,Hutt Valley,June,55
2006,Hutt Valley,July,44
2006,Hutt Valley,August,52
2006,Hutt Valley,September,53
2006,Hutt Valley,October,42
2006,Hutt Valley,November,67
2006,Hutt Valley,December,46
2007,Hutt Valley,January,69
2007,Hutt Valley,February,39
2007,Hutt Valley,March,30
2007,Hutt Valley,April,25
2007,Hutt Valley,May,37
2007,Hutt Valley,June,33
2007,Hutt Valley,July,32
2007,Hutt Valley,August,33
2007,Hutt Valley,September,34
2007,Hutt Valley,October,35
2007,Hutt Valley,November,45
2007,Hutt Valley,December,23
2008,Hutt Valley,January,30
2008,Hutt Valley,February,33
2008,Hutt Valley,March,21
2008,Hutt Valley,April,13
2008,Hutt Valley,May,16
2008,Hutt Valley,June,10
2008,Hutt Valley,July,16
2008,Hutt Valley,August,25
2008,Hutt Valley,September,30
2008,Hutt Valley,October,32
2008,Hutt Valley,November,41
2008,Hutt Valley,December,31
2009,Hutt Valley,January,38
2009,Hutt Valley,February,24
2009,Hutt Valley,March,24
2009,Hutt Valley,April,26
2009,Hutt Valley,May,22
2009,Hutt Valley,June,23
2009,Hutt Valley,July,21
2009,Hutt Valley,August,35
2009,Hutt Valley,September,28
2009,Hutt Valley,October,35
2009,Hutt Valley,November,48
2009,Hutt Valley,December,31
2010,Hutt Valley,January,49
2010,Hutt Valley,February,46
2010,Hutt Valley,March,25
2010,Hutt Valley,April,24
2010,Hutt Valley,May,33
2010,Hutt Valley,June,24
2010,Hutt Valley,July,20
2010,Hutt Valley,August,16
2010,Hutt Valley,September,19
2010,Hutt Valley,October,29
2010,Hutt Valley,November,32
2010,Hutt Valley,December,26
2011,Hutt Valley,January,19
2011,Hutt Valley,February,5
2011,Hutt Valley,March,13
2011,Hutt Valley,April,14
2011,Hutt Valley,May,18
2011,Hutt Valley,June,17
2011,Hutt Valley,July,30
2011,Hutt Valley,August,26
2011,Hutt Valley,September,17
2011,Hutt Valley,October,13
2011,Hutt Valley,November,21
2011,Hutt Valley,December,30
2012,Hutt Valley,January,25
2012,Hutt Valley,February,16
2012,Hutt Valley,March,11
2012,Hutt Valley,April,14
2012,Hutt Valley,May,11
2012,Hutt Valley,June,12
2012,Hutt Valley,July,8
2012,Hutt Valley,August,2
2012,Hutt Valley,September,16
2012,Hutt Valley,October,18
2012,Hutt Valley,November,19
2012,Hutt Valley,December,19
2013,Hutt Valley,January,17
2013,Hutt Valley,February,18
2013,Hutt Valley,March,5
2013,Hutt Valley,April,4
2013,Hutt Valley,May,11
2013,Hutt Valley,June,9
2013,Hutt Valley,July,14
2013,Hutt Valley,August,12
2013,Hutt Valley,September,12
2013,Hutt Valley,October,10
2013,Hutt Valley,November,23
2013,Hutt Valley,December,17
2014,Hutt Valley,January,23
2014,Hutt Valley,February,13
2014,Hutt Valley,March,12
2014,Hutt Valley,April,10
2014,Hutt Valley,May,9
2014,Hutt Valley,June,11
2014,Hutt Valley,July,14
2014,Hutt Valley,August,12
2014,Hutt Valley,September,10
2014,Hutt Valley,October,15
2014,Hutt Valley,November,18
2014,Hutt Valley,December,64
1997,Capital and Coast,January,103
1997,Capital and Coast,February,98
1997,Capital and Coast,March,74
1997,Capital and Coast,April,53
1997,Capital and Coast,May,49
1997,Capital and Coast,June,82
1997,Capital and Coast,July,98
1997,Capital and Coast,August,63
1997,Capital and Coast,September,111
1997,Capital and Coast,October,109
1997,Capital and Coast,November,133
1997,Capital and Coast,December,127
1998,Capital and Coast,January,115
1998,Capital and Coast,February,95
1998,Capital and Coast,March,124
1998,Capital and Coast,April,110
1998,Capital and Coast,May,163
1998,Capital and Coast,June,115
1998,Capital and Coast,July,111
1998,Capital and Coast,August,78
1998,Capital and Coast,September,117
1998,Capital and Coast,October,103
1998,Capital and Coast,November,149
1998,Capital and Coast,December,148
1999,Capital and Coast,January,87
1999,Capital and Coast,February,62
1999,Capital and Coast,March,67
1999,Capital and Coast,April,48
1999,Capital and Coast,May,43
1999,Capital and Coast,June,52
1999,Capital and Coast,July,74
1999,Capital and Coast,August,92
1999,Capital and Coast,September,50
1999,Capital and Coast,October,57
1999,Capital and Coast,November,70
1999,Capital and Coast,December,82
2000,Capital and Coast,January,71
2000,Capital and Coast,February,88
2000,Capital and Coast,March,81
2000,Capital and Coast,April,55
2000,Capital and Coast,May,68
2000,Capital and Coast,June,61
2000,Capital and Coast,July,41
2000,Capital and Coast,August,38
2000,Capital and Coast,September,36
2000,Capital and Coast,October,51
2000,Capital and Coast,November,70
2000,Capital and Coast,December,69
2001,Capital and Coast,January,92
2001,Capital and Coast,February,83
2001,Capital and Coast,March,55
2001,Capital and Coast,April,62
2001,Capital and Coast,May,70
2001,Capital and Coast,June,56
2001,Capital and Coast,July,85
2001,Capital and Coast,August,65
2001,Capital and Coast,September,96
2001,Capital and Coast,October,119
2001,Capital and Coast,November,157
2001,Capital and Coast,December,158
2002,Capital and Coast,January,135
2002,Capital and Coast,February,93
2002,Capital and Coast,March,76
2002,Capital and Coast,April,44
2002,Capital and Coast,May,55
2002,Capital and Coast,June,54
2002,Capital and Coast,July,101
2002,Capital and Coast,August,91
2002,Capital and Coast,September,114
2002,Capital and Coast,October,111
2002,Capital and Coast,November,75
2002,Capital and Coast,December,137
2003,Capital and Coast,January,259
2003,Capital and Coast,February,117
2003,Capital and Coast,March,127
2003,Capital and Coast,April,84
2003,Capital and Coast,May,60
2003,Capital and Coast,June,63
2003,Capital and Coast,July,94
2003,Capital and Coast,August,138
2003,Capital and Coast,September,167
2003,Capital and Coast,October,149
2003,Capital and Coast,November,144
2003,Capital and Coast,December,114
2004,Capital and Coast,January,131
2004,Capital and Coast,February,96
2004,Capital and Coast,March,140
2004,Capital and Coast,April,77
2004,Capital and Coast,May,53
2004,Capital and Coast,June,68
2004,Capital and Coast,July,70
2004,Capital and Coast,August,53
2004,Capital and Coast,September,60
2004,Capital and Coast,October,47
2004,Capital and Coast,November,66
2004,Capital and Coast,December,71
2005,Capital and Coast,January,105
2005,Capital and Coast,February,89
2005,Capital and Coast,March,65
2005,Capital and Coast,April,67
2005,Capital and Coast,May,62
2005,Capital and Coast,June,60
2005,Capital and Coast,July,102
2005,Capital and Coast,August,121
2005,Capital and Coast,September,123
2005,Capital and Coast,October,101
2005,Capital and Coast,November,130
2005,Capital and Coast,December,149
2006,Capital and Coast,January,119
2006,Capital and Coast,February,115
2006,Capital and Coast,March,113
2006,Capital and Coast,April,87
2006,Capital and Coast,May,138
2006,Capital and Coast,June,139
2006,Capital and Coast,July,125
2006,Capital and Coast,August,108
2006,Capital and Coast,September,89
2006,Capital and Coast,October,129
2006,Capital and Coast,November,129
2006,Capital and Coast,December,128
2007,Capital and Coast,January,131
2007,Capital and Coast,February,106
2007,Capital and Coast,March,90
2007,Capital and Coast,April,61
2007,Capital and Coast,May,91
2007,Capital and Coast,June,69
2007,Capital and Coast,July,82
2007,Capital and Coast,August,83
2007,Capital and Coast,September,53
2007,Capital and Coast,October,62
2007,Capital and Coast,November,102
2007,Capital and Coast,December,60
2008,Capital and Coast,January,43
2008,Capital and Coast,February,43
2008,Capital and Coast,March,31
2008,Capital and Coast,April,40
2008,Capital and Coast,May,41
2008,Capital and Coast,June,20
2008,Capital and Coast,July,47
2008,Capital and Coast,August,43
2008,Capital and Coast,September,40
2008,Capital and Coast,October,59
2008,Capital and Coast,November,67
2008,Capital and Coast,December,106
2009,Capital and Coast,January,58
2009,Capital and Coast,February,53
2009,Capital and Coast,March,53
2009,Capital and Coast,April,48
2009,Capital and Coast,May,41
2009,Capital and Coast,June,45
2009,Capital and Coast,July,44
2009,Capital and Coast,August,61
2009,Capital and Coast,September,69
2009,Capital and Coast,October,50
