DHB,Month,Year,Time,Population
Bay of Plenty,August,2003,2003.6666666666667,193179.4053675119
Bay of Plenty,September,2003,2003.75,193490.72071715078
Bay of Plenty,October,2003,2003.8333333333333,193798.19863367645
Bay of Plenty,November,2003,2003.9166666666667,194101.42857524252
Bay of Plenty,December,2003,2004,194400
Bay of Plenty,January,2004,2004.0833333333333,194693.63543580516
Bay of Plenty,February,2004,2004.1666666666667,194982.58968932516
Bay of Plenty,March,2004,2004.25,195267.25063692758
Bay of Plenty,April,2004,2004.3333333333333,195548.00615498231
Bay of Plenty,May,2004,2004.4166666666667,195825.2441198592
Bay of Plenty,June,2004,2004.5,196099.35240792594
Bay of Plenty,July,2004,2004.5833333333333,196370.7188955523
Bay of Plenty,August,2004,2004.6666666666667,196639.7314591082
Bay of Plenty,September,2004,2004.75,196906.7779749613
Bay of Plenty,October,2004,2004.8333333333333,197172.24631948143
Bay of Plenty,November,2004,2004.9166666666667,197436.52436903844
Bay of Plenty,December,2004,2005,197700
Bay of Plenty,January,2005,2005.0833333333333,197962.9798931807
Bay of Plenty,February,2005,2005.1666666666667,198225.44594717398
Bay of Plenty,March,2005,2005.25,198487.2988650159
Bay of Plenty,April,2005,2005.3333333333333,198748.43934974467
Bay of Plenty,May,2005,2005.4166666666667,199008.76810439845
Bay of Plenty,June,2005,2005.5,199268.1858320133
Bay of Plenty,July,2005,2005.5833333333333,199526.5932356274
Bay of Plenty,August,2005,2005.6666666666667,199783.89101827896
Bay of Plenty,September,2005,2005.75,200039.97988300404
Bay of Plenty,October,2005,2005.8333333333333,200294.7605328408
Bay of Plenty,November,2005,2005.9166666666667,200548.13367082743
Bay of Plenty,December,2005,2006,200800
Bay of Plenty,January,2006,2006.0833333333333,201050.22045443358
Bay of Plenty,February,2006,2006.1666666666667,201298.49689235073
Bay of Plenty,March,2006,2006.25,201544.49140300878
Bay of Plenty,April,2006,2006.3333333333333,201787.86607566723
Bay of Plenty,May,2006,2006.4166666666667,202028.28299958547
Bay of Plenty,June,2006,2006.5,202265.4042640209
Bay of Plenty,July,2006,2006.5833333333333,202498.89195823297
Bay of Plenty,August,2006,2006.6666666666667,202728.40817148102
Bay of Plenty,September,2006,2006.75,202953.61499302255
Bay of Plenty,October,2006,2006.8333333333333,203174.174512117
Bay of Plenty,November,2006,2006.9166666666667,203389.7488180236
Bay of Plenty,December,2006,2007,203600
Bay of Plenty,January,2007,2007.0833333333333,203804.7725483429
Bay of Plenty,February,2007,2007.1666666666667,204004.64055749855
Bay of Plenty,March,2007,2007.25,204200.36052294893
Bay of Plenty,April,2007,2007.3333333333333,204392.68894017767
Bay of Plenty,May,2007,2007.4166666666667,204582.3823046684
Bay of Plenty,June,2007,2007.5,204770.1971119031
Bay of Plenty,July,2007,2007.5833333333333,204956.88985736543
Bay of Plenty,August,2007,2007.6666666666667,205143.21703653893
Bay of Plenty,September,2007,2007.75,205329.9351449057
Bay of Plenty,October,2007,2007.8333333333333,205517.80067794933
Bay of Plenty,November,2007,2007.9166666666667,205707.57013115342
Bay of Plenty,December,2007,2008,205900
Bay of Plenty,January,2008,2008.0833333333333,206095.67777811957
Bay of Plenty,February,2008,2008.1666666666667,206294.51495173026
Bay of Plenty,March,2008,2008.25,206496.25400519546
Bay of Plenty,April,2008,2008.3333333333333,206700.6374228802
Bay of Plenty,May,2008,2008.4166666666667,206907.4076891495
Bay of Plenty,June,2008,2008.5,207116.30728836672
Bay of Plenty,July,2008,2008.5833333333333,207327.07870489688
Bay of Plenty,August,2008,2008.6666666666667,207539.46442310506
Bay of Plenty,September,2008,2008.75,207753.2069273546
Bay of Plenty,October,2008,2008.8333333333333,207968.0487020105
Bay of Plenty,November,2008,2008.9166666666667,208183.73223143787
Bay of Plenty,December,2008,2009,208400
Bay of Plenty,January,2009,2009.0833333333333,208616.625135474
Bay of Plenty,February,2009,2009.1666666666667,208833.5033392852
Bay of Plenty,March,2009,2009.25,209050.5609562692
Bay of Plenty,April,2009,2009.3333333333333,209267.7243312634
Bay of Plenty,May,2009,2009.4166666666667,209484.91980910514
Bay of Plenty,June,2009,2009.5,209702.07373463007
Bay of Plenty,July,2009,2009.5833333333333,209919.11245267556
Bay of Plenty,August,2009,2009.6666666666667,210135.96230807898
Bay of Plenty,September,2009,2009.75,210352.5496456759
Bay of Plenty,October,2009,2009.8333333333333,210568.80081030377
Bay of Plenty,November,2009,2009.9166666666667,210784.64214679995
Bay of Plenty,December,2009,2010,211000
Bay of Plenty,January,2010,2010.0833333333333,211214.61566146475
Bay of Plenty,February,2010,2010.1666666666667,211427.49020964865
Bay of Plenty,March,2010,2010.25,211637.43966972776
Bay of Plenty,April,2010,2010.3333333333333,211843.2800668799
Bay of Plenty,May,2010,2010.4166666666667,212043.82742628295
Bay of Plenty,June,2010,2010.5,212237.897773113
Bay of Plenty,July,2010,2010.5833333333333,212424.30713254792
Bay of Plenty,August,2010,2010.6666666666667,212601.8715297654
Bay of Plenty,September,2010,2010.75,212769.40698994175
Bay of Plenty,October,2010,2010.8333333333333,212925.72953825476
Bay of Plenty,November,2010,2010.9166666666667,213069.65519988202
Bay of Plenty,December,2010,2011,213200
Bay of Plenty,January,2011,2011.0833333333333,213315.9423112585
Bay of Plenty,February,2011,2011.1666666666667,213418.10989619535
Bay of Plenty,March,2011,2011.25,213507.49286481983
Bay of Plenty,April,2011,2011.3333333333333,213585.0813271419
Bay of Plenty,May,2011,2011.4166666666667,213651.86539317147
Bay of Plenty,June,2011,2011.5,213708.8351729179
Bay of Plenty,July,2011,2011.5833333333333,213756.98077639114
Bay of Plenty,August,2011,2011.6666666666667,213797.292313601
Bay of Plenty,September,2011,2011.75,213830.75989455704
Bay of Plenty,October,2011,2011.8333333333333,213858.37362926904
Bay of Plenty,November,2011,2011.9166666666667,213881.12362774683
Bay of Plenty,December,2011,2012,213900
Bay of Plenty,January,2012,2012.0833333333333,213916.46463053775
Bay of Plenty,February,2012,2012.1666666666667,213933.86650186675
Bay of Plenty,March,2012,2012.25,213956.02637099294
Bay of Plenty,April,2012,2012.3333333333333,213986.7649949224
Bay of Plenty,May,2012,2012.4166666666667,214029.9031306613
Bay of Plenty,June,2012,2012.5,214089.2615352154
Bay of Plenty,July,2012,2012.5833333333333,214168.6609655908
Bay of Plenty,August,2012,2012.6666666666667,214271.9221787939
Bay of Plenty,September,2012,2012.75,214402.86593183014
Bay of Plenty,October,2012,2012.8333333333333,214565.31298170576
Bay of Plenty,November,2012,2012.9166666666667,214763.0840854274
Bay of Plenty,December,2012,2013,215000
Bay of Plenty,January,2013,2013.0833333333333,215278.61583325677
Bay of Plenty,February,2013,2013.1666666666667,215596.42409633807
Bay of Plenty,March,2013,2013.25,215949.65165120835
Bay of Plenty,April,2013,2013.3333333333333,216334.52535983454
Bay of Plenty,May,2013,2013.4166666666667,216747.272084184
Bay of Plenty,June,2013,2013.5,217184.11868622055
Bay of Plenty,July,2013,2013.5833333333333,217641.2920279115
Bay of Plenty,August,2013,2013.6666666666667,218115.0189712243
Bay of Plenty,September,2013,2013.75,218601.52637812248
Bay of Plenty,October,2013,2013.8333333333333,219097.04111057348
Bay of Plenty,November,2013,2013.9166666666667,219597.79003054486
Bay of Plenty,December,2013,2014,220100
Bay of Plenty,January,2014,2014.0833333333333,220600.61138828547
Bay of Plenty,February,2014,2014.1666666666667,221099.4185942641
Bay of Plenty,March,2014,2014.25,221596.92952417364
Bay of Plenty,April,2014,2014.3333333333333,222093.65208425597
Bay of Plenty,May,2014,2014.4166666666667,222590.09418075296
Bay of Plenty,June,2014,2014.5,223086.7637199024
Bay of Plenty,July,2014,2014.5833333333333,223584.16860794617
Bay of Plenty,August,2014,2014.6666666666667,224082.81675112608
Bay of Plenty,September,2014,2014.75,224583.21605567998
Bay of Plenty,October,2014,2014.8333333333333,225085.8744278497
Bay of Plenty,November,2014,2014.9166666666667,225591.2997738771
Bay of Plenty,December,2014,2015,226100
Bay of Plenty,January,2015,2015.0833333333333,226612.6307432284
Bay of Plenty,February,2015,2015.1666666666667,227130.43856364518
Bay of Plenty,March,2015,2015.25,227654.8177520971
Bay of Plenty,April,2015,2015.3333333333333,228187.1625994352
Bay of Plenty,May,2015,2015.4166666666667,228728.86739651053
Bay of Plenty,June,2015,2015.5,229281.3264341698
Bay of Plenty,July,2015,2015.5833333333333,229845.93400326406
Bay of Plenty,August,2015,2015.6666666666667,230424.0843946445
Bay of Plenty,September,2015,2015.75,231017.1718991576
Bay of Plenty,October,2015,2015.8333333333333,231626.59080765452
Bay of Plenty,November,2015,2015.9166666666667,232253.73541098658
Bay of Plenty,December,2015,2016,232900
Bay of Plenty,January,2016,2016.0833333333333,233566.16887953872
Bay of Plenty,February,2016,2016.1666666666667,234250.58641041745
Bay of Plenty,March,2016,2016.25,234950.986967438
Bay of Plenty,April,2016,2016.3333333333333,235665.10492540765
Bay of Plenty,May,2016,2016.4166666666667,236390.67465913395
Bay of Plenty,June,2016,2016.5,237125.4305434184
Bay of Plenty,July,2016,2016.5833333333333,237867.1069530685
Bay of Plenty,August,2016,2016.6666666666667,238613.43826289178
Bay of Plenty,September,2016,2016.75,239362.15884768963
Bay of Plenty,October,2016,2016.8333333333333,240111.00308226963
Bay of Plenty,November,2016,2016.9166666666667,240857.70534143926
Bay of Plenty,December,2016,2017,241600
Bay of Plenty,January,2017,2017.0833333333333,242335.83031268723
Bay of Plenty,February,2017,2017.1666666666667,243063.97505394794
Bay of Plenty,March,2017,2017.25,243783.42187815098
Bay of Plenty,April,2017,2017.3333333333333,244493.15843967124
Bay of Plenty,May,2017,2017.4166666666667,245192.17239288343
Bay of Plenty,June,2017,2017.5,245879.4513921566
Bay of Plenty,July,2017,2017.5833333333333,246553.98309186552
Bay of Plenty,August,2017,2017.6666666666667,247214.75514638488
Bay of Plenty,September,2017,2017.75,247860.75521008388
Bay of Plenty,October,2017,2017.8333333333333,248490.97093733723
Bay of Plenty,November,2017,2017.9166666666667,249104.38998251944
Bay of Plenty,December,2017,2018,249700
Bay of Plenty,January,2018,2018.0833333333333,250277.37329563443
Bay of Plenty,February,2018,2018.1666666666667,250838.42078120194
Bay of Plenty,March,2018,2018.25,251385.63801995805
Bay of Plenty,April,2018,2018.3333333333333,251921.520575163
Bay of Plenty,May,2018,2018.4166666666667,252448.5640100768
Bay of Plenty,June,2018,2018.5,252969.26388795525
Bay of Plenty,July,2018,2018.5833333333333,253486.11577205843
Bay of Plenty,August,2018,2018.6666666666667,254001.61522564635
Bay of Plenty,September,2018,2018.75,254518.25781197482
Bay of Plenty,October,2018,2018.8333333333333,255038.53909430394
Bay of Plenty,November,2018,2018.9166666666667,255564.95463589375
Bay of Plenty,December,2018,2019,256100
Bay of Plenty,January,2019,2019.0833333333333,256646.05381958658
Bay of Plenty,February,2019,2019.1666666666667,257205.0270064327
Bay of Plenty,March,2019,2019.25,257778.71354201678
Bay of Plenty,April,2019,2019.3333333333333,258368.9074078218
Bay of Plenty,May,2019,2019.4166666666667,258977.40258533094
Bay of Plenty,June,2019,2019.5,259605.99305602236
Bay of Plenty,July,2019,2019.5833333333333,260256.47280137916
Bay of Plenty,August,2019,2019.6666666666667,260930.6358028847
Bay of Plenty,September,2019,2019.75,261630.27604201678
Bay of Plenty,October,2019,2019.8333333333333,262357.1875002587
Bay of Plenty,November,2019,2019.9166666666667,263113.164159094
Bay of Plenty,December,2019,2020,263900
Bay of Plenty,January,2020,2020.0833333333333,264719.4890044603
Bay of Plenty,February,2020,2020.1666666666667,265573.4251539587
Bay of Plenty,March,2020,2020.25,266463.60242997203
Bay of Plenty,April,2020,2020.3333333333333,267391.81481398403
Bay of Plenty,May,2020,2020.4166666666667,268359.85628747893
Bay of Plenty,June,2020,2020.5,269369.5208319329
Bay of Plenty,July,2020,2020.5833333333333,270422.60242882994
Bay of Plenty,August,2020,2020.6666666666667,271520.89505965466
Bay of Plenty,September,2020,2020.75,272666.19270588254
Bay of Plenty,October,2020,2020.8333333333333,273860.289348998
Bay of Plenty,November,2020,2020.9166666666667,275104.9789704859
Bay of Plenty,December,2020,2021,276402.0555518211
Canterbury,January,1997,1997.0833333333333,429470.7140853376
Canterbury,February,1997,1997.1666666666667,429831.58542504115
Canterbury,March,1997,1997.25,430182.61880178074
Canterbury,April,1997,1997.3333333333333,430523.81899822946
Canterbury,May,1997,1997.4166666666667,430855.1907970603
Canterbury,June,1997,1997.5,431176.7389809435
Canterbury,July,1997,1997.5833333333333,431488.4683325521
Canterbury,August,1997,1997.6666666666667,431790.383634559
Canterbury,September,1997,1997.75,432082.48966963455
Canterbury,October,1997,1997.8333333333333,432364.79122045176
Canterbury,November,1997,1997.9166666666667,432637.29306968336
Canterbury,December,1997,1998,432900
Canterbury,January,1998,1998.0833333333333,433153.15393505763
Canterbury,February,1998,1998.1666666666667,433397.94536244473
Canterbury,March,1998,1998.25,433635.8019107309
Canterbury,April,1998,1998.3333333333333,433868.1512084877
Canterbury,May,1998,1998.4166666666667,434096.4208842867
Canterbury,June,1998,1998.5,434322.0385666976
Canterbury,July,1998,1998.5833333333333,434546.43188429205
Canterbury,August,1998,1998.6666666666667,434771.02846564143
Canterbury,September,1998,1998.75,434997.2559393156
Canterbury,October,1998,1998.8333333333333,435226.541933886
Canterbury,November,1998,1998.9166666666667,435460.31407792424
Canterbury,December,1998,1999,435700
Canterbury,January,1999,1999.0833333333333,435946.5312855415
Canterbury,February,1999,1999.1666666666667,436198.85534740356
Canterbury,March,1999,1999.25,436455.42355529574
Canterbury,April,1999,1999.3333333333333,436714.6872789295
Canterbury,May,1999,1999.4166666666667,436975.09788801643
Canterbury,June,1999,1999.5,437235.10675226594
Canterbury,July,1999,1999.5833333333333,437493.16524138954
Canterbury,August,1999,1999.6666666666667,437747.72472509876
Canterbury,September,1999,1999.75,437997.2365731031
Canterbury,October,1999,1999.8333333333333,438240.1521551141
Canterbury,November,1999,1999.9166666666667,438474.9228408432
Canterbury,December,1999,2000,438700
Canterbury,January,2000,2000.0833333333333,438914.9454598121
Canterbury,February,2000,2000.1666666666667,439123.76287757186
Canterbury,March,2000,2000.25,439331.5663680861
Canterbury,April,2000,2000.3333333333333,439543.47004616325
Canterbury,May,2000,2000.4166666666667,439764.58802661183
Canterbury,June,2000,2000.5,440000.03442423866
Canterbury,July,2000,2000.5833333333333,440254.9233538522
Canterbury,August,2000,2000.6666666666667,440534.3689302611
Canterbury,September,2000,2000.75,440843.48526827194
Canterbury,October,2000,2000.8333333333333,441187.38648269314
Canterbury,November,2000,2000.9166666666667,441571.1866883339
Canterbury,December,2000,2001,442000
Canterbury,January,2001,2001.0833333333333,442477.54104187526
Canterbury,February,2001,2001.1666666666667,443001.9264756437
Canterbury,March,2001,2001.25,443569.87347235985
Canterbury,April,2001,2001.3333333333333,444178.0992030826
Canterbury,May,2001,2001.4166666666667,444823.3208388711
Canterbury,June,2001,2001.5,445502.2555507794
Canterbury,July,2001,2001.5833333333333,446211.6205098665
Canterbury,August,2001,2001.6666666666667,446948.132887192
Canterbury,September,2001,2001.75,447708.50985380926
Canterbury,October,2001,2001.8333333333333,448489.46858077764
Canterbury,November,2001,2001.9166666666667,449287.72623915685
Canterbury,December,2001,2002,450100
Canterbury,January,2002,2002.0833333333333,450923.2700023137
Canterbury,February,2002,2002.1666666666667,451755.56825689337
Canterbury,March,2002,2002.25,452595.18974247447
Canterbury,April,2002,2002.3333333333333,453440.42943779944
Canterbury,May,2002,2002.4166666666667,454289.5823216107
Canterbury,June,2002,2002.5,455140.9433726437
Canterbury,July,2002,2002.5833333333333,455992.80756964104
Canterbury,August,2002,2002.6666666666667,456843.469891345
Canterbury,September,2002,2002.75,457691.22531649115
Canterbury,October,2002,2002.8333333333333,458534.36882382195
Canterbury,November,2002,2002.9166666666667,459371.19539207965
Canterbury,December,2002,2003,460200
Canterbury,January,2003,2003.0833333333333,461019.19376368047
Canterbury,February,2003,2003.1666666666667,461827.65234863904
Canterbury,March,2003,2003.25,462624.36755774234
Canterbury,April,2003,2003.3333333333333,463408.33119386353
Canterbury,May,2003,2003.4166666666667,464178.5350598757
Canterbury,June,2003,2003.5,464933.97095864563
Canterbury,July,2003,2003.5833333333333,465673.6306930463
Canterbury,August,2003,2003.6666666666667,466396.50606595085
Canterbury,September,2003,2003.75,467101.5888802261
Canterbury,October,2003,2003.8333333333333,467787.8709387451
Canterbury,November,2003,2003.9166666666667,468454.34404438065
Canterbury,December,2003,2004,469100
Canterbury,January,2004,2004.0833333333333,469724.54985036765
Canterbury,February,2004,2004.1666666666667,470330.581607814
Canterbury,March,2004,2004.25,470921.4025265562
Canterbury,April,2004,2004.3333333333333,471500.31986081635
Canterbury,May,2004,2004.4166666666667,472070.64086481644
Canterbury,June,2004,2004.5,472635.6727927738
Canterbury,July,2004,2004.5833333333333,473198.72289891035
Canterbury,August,2004,2004.6666666666667,473763.09843744815
Canterbury,September,2004,2004.75,474332.1066626045
Canterbury,October,2004,2004.8333333333333,474909.05482860137
Canterbury,November,2004,2004.9166666666667,475497.25018966076
Canterbury,December,2004,2005,476100
Canterbury,January,2005,2005.0833333333333,476719.6438718825
Canterbury,February,2005,2005.1666666666667,477354.65084973816
Canterbury,March,2005,2005.25,478002.5223360329
Canterbury,April,2005,2005.3333333333333,478660.75973323797
Canterbury,May,2005,2005.4166666666667,479326.8644438248
Canterbury,June,2005,2005.5,479998.3378702592
Canterbury,July,2005,2005.5833333333333,480672.6814150125
Canterbury,August,2005,2005.6666666666667,481347.39648055617
Canterbury,September,2005,2005.75,482019.9844693559
Canterbury,October,2005,2005.8333333333333,482687.94678388315
Canterbury,November,2005,2005.9166666666667,483348.78482660925
Canterbury,December,2005,2006,484000
Canterbury,January,2006,2006.0833333333333,484639.64086580253
Canterbury,February,2006,2006.1666666666667,485267.9446228665
Canterbury,March,2006,2006.25,485885.6956293123
Canterbury,April,2006,2006.3333333333333,486493.6782432653
Canterbury,May,2006,2006.4166666666667,487092.67682285083
Canterbury,June,2006,2006.5,487683.4757261894
Canterbury,July,2006,2006.5833333333333,488266.8593114063
Canterbury,August,2006,2006.6666666666667,488843.61193662696
Canterbury,September,2006,2006.75,489414.5179599718
Canterbury,October,2006,2006.8333333333333,489980.3617395662
Canterbury,November,2006,2006.9166666666667,490541.92763353535
Canterbury,December,2006,2007,491100
Canterbury,January,2007,2007.0833333333333,491655.1259982373
Canterbury,February,2007,2007.1666666666667,492206.9039921324
Canterbury,March,2007,2007.25,492754.69514671795
Canterbury,April,2007,2007.3333333333333,493297.8606270309
Canterbury,May,2007,2007.4166666666667,493835.76159810845
Canterbury,June,2007,2007.5,494367.75922498317
Canterbury,July,2007,2007.5833333333333,494893.21467269224
Canterbury,August,2007,2007.6666666666667,495411.4891062725
Canterbury,September,2007,2007.75,495921.94369075686
Canterbury,October,2007,2007.8333333333333,496423.9395911823
Canterbury,November,2007,2007.9166666666667,496916.8379725857
Canterbury,December,2007,2008,497400
Canterbury,January,2008,2008.0833333333333,497873.76717828226
Canterbury,February,2008,2008.1666666666667,498342.4023715697
Canterbury,March,2008,2008.25,498811.148783816
Canterbury,April,2008,2008.3333333333333,499285.2496189785
Canterbury,May,2008,2008.4166666666667,499769.9480810146
Canterbury,June,2008,2008.5,500270.48737387784
Canterbury,July,2008,2008.5833333333333,500792.1107015256
Canterbury,August,2008,2008.6666666666667,501340.06126791553
Canterbury,September,2008,2008.75,501919.5822770007
Canterbury,October,2008,2008.8333333333333,502535.9169327388
Canterbury,November,2008,2008.9166666666667,503194.3084390877
Canterbury,December,2008,2009,503900
Canterbury,January,2009,2009.0833333333333,504653.91408492706
Canterbury,February,2009,2009.1666666666667,505439.69022529526
Canterbury,March,2009,2009.25,506236.647218018
Canterbury,April,2009,2009.3333333333333,507024.10386001517
Canterbury,May,2009,2009.4166666666667,507781.3789482065
Canterbury,June,2009,2009.5,508487.79127950553
Canterbury,July,2009,2009.5833333333333,509122.6596508321
Canterbury,August,2009,2009.6666666666667,509665.30285910546
Canterbury,September,2009,2009.75,510095.03970124025
Canterbury,October,2009,2009.8333333333333,510391.1889741558
Canterbury,November,2009,2009.9166666666667,510533.0694747701
Canterbury,December,2009,2010,510500
Canterbury,January,2010,2010.0833333333333,510278.57416719163
Canterbury,February,2010,2010.1666666666667,509884.4848754002
Canterbury,March,2010,2010.25,509340.69984411186
Canterbury,April,2010,2010.3333333333333,508670.1867928101
Canterbury,May,2010,2010.4166666666667,507895.9134409767
Canterbury,June,2010,2010.5,507040.84750810015
Canterbury,July,2010,2010.5833333333333,506127.9567136626
Canterbury,August,2010,2010.6666666666667,505180.20877714554
Canterbury,September,2010,2010.75,504220.57141803834
Canterbury,October,2010,2010.8333333333333,503272.01235582266
Canterbury,November,2010,2010.9166666666667,502357.49930998014
Canterbury,December,2010,2011,501500
Canterbury,January,2011,2011.0833333333333,500718.8841537148
Canterbury,February,2011,2011.1666666666667,500019.1295323617
Canterbury,March,2011,2011.25,499402.1159055344
Canterbury,April,2011,2011.3333333333333,498869.2230428209
Canterbury,May,2011,2011.4166666666667,498421.8307138099
Canterbury,June,2011,2011.5,498061.31868809386
Canterbury,July,2011,2011.5833333333333,497789.06673526135
Canterbury,August,2011,2011.6666666666667,497606.4546249019
Canterbury,September,2011,2011.75,497514.8621266064
Canterbury,October,2011,2011.8333333333333,497515.66900996416
Canterbury,November,2011,2011.9166666666667,497610.2550445656
Canterbury,December,2011,2012,497800
Canterbury,January,2012,2012.0833333333333,498084.14153276663
Canterbury,February,2012,2012.1666666666667,498453.3488470025
Canterbury,March,2012,2012.25,498896.14903375047
Canterbury,April,2012,2012.3333333333333,499401.0691840565
Canterbury,May,2012,2012.4166666666667,499956.63638896716
Canterbury,June,2012,2012.5,500551.3777395244
Canterbury,July,2012,2012.5833333333333,501173.8203267747
Canterbury,August,2012,2012.6666666666667,501812.49124176474
Canterbury,September,2012,2012.75,502455.9175755361
Canterbury,October,2012,2012.8333333333333,503092.62641913554
Canterbury,November,2012,2012.9166666666667,503711.14486360963
Canterbury,December,2012,2013,504300
Canterbury,January,2013,2013.0833333333333,504851.43628929165
Canterbury,February,2013,2013.1666666666667,505372.5676722223
Canterbury,March,2013,2013.25,505874.2254594637
Canterbury,April,2013,2013.3333333333333,506367.2409616919
Canterbury,May,2013,2013.4166666666667,506862.4454895829
Canterbury,June,2013,2013.5,507370.6703538085
Canterbury,July,2013,2013.5833333333333,507902.74686504476
Canterbury,August,2013,2013.6666666666667,508469.50633396773
Canterbury,September,2013,2013.75,509081.78007124906
Canterbury,October,2013,2013.8333333333333,509750.39938756474
Canterbury,November,2013,2013.9166666666667,510486.19559359155
Canterbury,December,2013,2014,511300
Canterbury,January,2014,2014.0833333333333,512199.52303228586
Canterbury,February,2014,2014.1666666666667,513179.9915752226
Canterbury,March,2014,2014.25,514233.5116283947
Canterbury,April,2014,2014.3333333333333,515352.1891913947
Canterbury,May,2014,2014.4166666666667,516528.13026381587
Canterbury,June,2014,2014.5,517753.44084524154
Canterbury,July,2014,2014.5833333333333,519020.22693526483
Canterbury,August,2014,2014.6666666666667,520320.59453347925
Canterbury,September,2014,2014.75,521646.6496394676
Canterbury,October,2014,2014.8333333333333,522990.4982528233
Canterbury,November,2014,2014.9166666666667,524344.2463731399
Canterbury,December,2014,2015,525700
Canterbury,January,2015,2015.0833333333333,527050.8766741524
Canterbury,February,2015,2015.1666666666667,528394.0401009669
Canterbury,March,2015,2015.25,529727.6655269575
Canterbury,April,2015,2015.3333333333333,531049.9281986492
Canterbury,May,2015,2015.4166666666667,532359.0033625672
Canterbury,June,2015,2015.5,533653.0662652253
Canterbury,July,2015,2015.5833333333333,534930.2921531488
Canterbury,August,2015,2015.6666666666667,536188.8562728624
Canterbury,September,2015,2015.75,537426.9338708805
Canterbury,October,2015,2015.8333333333333,538642.7001937281
